word,answer
outdoor (adjective),"ˈaʊtˌdɔːr
existing, happening, or done outside, rather than inside a building."
outdoors (adverb),"ˌaʊtˈdɔːz
outside."
oven (noun),"ˈʌv.ən
the part of a cooker with a door, used to bake or roast food."
over (preposition),"ˈəʊ.vər
above or higher than something else, sometimes so that one thing covers the other; above."
overnight (adjective),"ˌəʊ.vəˈnaɪt
for or during the night."
owe (verb),"əʊ
to need to pay or give something to someone because they have lent money to you, or in exchange for something they have done for you."
own (verb),"əʊn
to have something that legally belongs to you."
owner (noun),"ˈəʊ.nər
someone who owns something."
packet (noun),"ˈpæk.ɪt
a small paper or cardboard container in which a number of small objects are sold."
painful (adjective),"ˈpeɪn.fəl
causing emotional or physical pain."
palace (noun),"ˈpæl.ɪs
a large house that is the official home of a king, queen, or other person of high social rank."
pan (noun),"pæn
a metal container that is round and often has a long handle and a lid, used for cooking things on top of a cooker."
pants (noun),"pænts
a piece of underwear covering the area between the waist and the tops of the legs."
paragraph (noun),"ˈpær.ə.ɡrɑːf
a short part of a text, consisting of at least one sentence and beginning on a new line. It usually deals with a single event, description, idea, etc.."
parking (noun),"ˈpɑː.kɪŋ
leaving a vehicle in a particular place for a period of time."
part-time (adverb),"ˌpɑːtˈtaɪm
If you work part-time or do part-time work, you work for only some of the day or the week."
particularly (adverb),"pəˈtɪk.jə.lə.li
especially, or more than usual."
partly (adverb),"ˈpɑːt.li
to some degree, but not completely."
pass (verb),"pɑːs
to go past something or someone or move in relation to it, him, or her."
passive (noun),"ˈpæs.ɪv
the form of a verb used when the grammatical subject is the person or thing that experiences the effect of an action, rather than the person or thing that causes the effect."
passive (adjective),"ˈpæs.ɪv
The passive form of a verb is being used when the grammatical subject is the person or thing that experiences the effect of an action, rather than the person or thing that causes the effect."
password (noun),"ˈpɑːs.wɜːd
a secret word or combination of letters or numbers, used for communicating with another person or with a computer to prove who you are."
past (adjective),"pɑːst
used to refer to a period of time before and until the present."
past (noun),"pɑːst
the period before and until, but not including, the present time."
patient (noun),"ˈpeɪ.ʃənt
a person who is receiving medical care, or who is cared for by a particular doctor or dentist when necessary."
patient (adjective),"ˈpeɪ.ʃənt
having patience."
pause (verb),"pɔːz
to stop doing something for a short time, or to make something stop for a short time."
pay (noun),"peɪ
the money you receive for doing a job."
penny (noun),"ˈpen.i
the smallest unit of money in the UK, of which there are 100 in a pound, or a small coin worth this much. You use ""pence"" or, more informally, ""p"" when you are talking about the units of money and pennies when you are talking about the coins themselves."
perfectly (adverb),"ˈpɜː.fekt.li
in a perfect way."
period (noun),"ˈpɪə.ri.əd
a length of time."
permanent (adjective),"ˈpɜː.mə.nənt
lasting for a long time or for ever."
permission (noun),"pəˈmɪʃ.ən
If someone is given permission to do something, they are allowed to do it."
permit (verb),"pəˈmɪt
to allow something."
personal (adjective),"ˈpɜː.sən.əl
relating or belonging to a single or particular person rather than to a group or an organization."
personally (adverb),"ˈpɜː.sən.əl.i
used when you give your opinion."
persuade (verb),"pəˈsweɪd
to make someone do or believe something by giving them a good reason to do it or by talking to that person and making them believe it."
pick (verb),"pɪk
to take some things and leave others."
pile (noun),"paɪl
objects positioned one on top of another."
pill (noun),"pɪl
a small solid piece of medicine that a person swallows without chewing (= crushing with the teeth)."
pin (noun),"pɪn
a small thin piece of metal with a point at one end, especially used for temporarily holding pieces of cloth together."
pin (verb),"pɪn
to fasten something with a pin."
pipe (noun),"paɪp
a tube inside which liquid or gas flows from one place to another."
pirate (noun),"ˈpaɪ.rət
a person who sails in a ship and attacks other ships in order to steal from them."
plain (adjective),"pleɪn
not decorated in any way; with nothing added."
plan (verb),"plæn
to think about and decide what you are going to do or how you are going to do something."
planet (noun),"ˈplæn.ɪt
an extremely large, round mass of rock and metal, such as Earth, or of gas, such as Jupiter, that moves in a circular path around the sun or another star."
plant (verb),"plɑːnt
to put a plant into the ground or into a container of soil so that it will grow."
please (verb),"pliːz
to make someone feel happy or satisfied, or to give someone pleasure."
pleasure (noun),"ˈpleʒ.ər
enjoyment, happiness, or satisfaction, or something that gives this."
plenty (pronoun),"ˈplen.ti
(the state of having) enough or more than enough, or a large amount."
plug (noun),"plʌɡ
a small plastic or rubber object with two or three metal pins, attached to the end of a wire on a piece of electrical equipment and pushed into a special opening in a wall to connect the equipment to a supply of electricity."
plus (preposition),"plʌs
and also."
poem (noun),"ˈpəʊ.ɪm
a piece of writing in which the words are arranged in separate lines, often ending in rhyme, and are chosen for their sound and for the images and ideas they suggest."
poet (noun),"ˈpəʊ.ɪt
a person who writes poems."
poetry (noun),"ˈpəʊ.ɪ.tri
poems in general as a form of literature."
point (noun),"pɔɪnt
an idea, opinion, or piece of information that is said or written."
political (adjective),"pəˈlɪt.ɪ.kəl
relating to politics."
politician (noun),"ˌpɒl.ɪˈtɪʃ.ən
a member of a government or law-making organization."
politics (noun),"ˈpɒl.ə.tɪks
the activities of the government, members of law-making organizations, or people who try to influence the way a country is governed."
pollution (noun),"pəˈluː.ʃən
damage caused to water, air, etc. by harmful substances or waste."
population (noun),"ˌpɒp.jəˈleɪ.ʃən
all the people living in a particular country, area, or place."
port (noun),"pɔːt
a town by the sea or by a river that has a harbour, or the harbour itself."
position (noun),"pəˈzɪʃ.ən
the place where something or someone is, often in relation to other things."
positive (adjective),"ˈpɒz.ə.tɪv
full of hope and confidence, or giving cause for hope and confidence."
possibility (noun),"ˌpɒs.əˈbɪl.ə.ti
a chance that something may happen or be true."
postpone (verb),"pəʊstˈpəʊn
to delay an event and plan or decide that it should happen at a later date or time."
pot (noun),"pɒt
any of various types of container, usually round, especially one used for cooking food."
pour (verb),"pɔːr
to make a substance flow from a container, especially into another container, by raising just one side of the container that the substance is in."
powder (noun),"ˈpaʊ.dər
a loose, dry substance that consists of extremely small pieces, usually made by breaking something up and crushing it."
powerful (adjective),"ˈpaʊə.fəl
having a lot of power to control people and events."
prayer (noun),"preər
the words that someone says or thinks when they are praying."
predict (verb),"prɪˈdɪkt
to say that an event or action will happen in the future, especially as a result of knowledge or experience."
pregnant (adjective),"ˈpreɡ.nənt
(of a woman and some female animals) having a baby or babies developing inside the womb."
preparation (noun),"ˌprep.ərˈeɪ.ʃən
the things that you do or the time that you spend preparing for something."
prepared (adjective),"prɪˈpeəd
ready to deal with a situation."
prescription (noun),"prɪˈskrɪp.ʃən
a piece of paper on which a doctor writes the details of the medicine or drugs that someone needs."
present (adjective),"ˈprez.ənt
in a particular place."
presentation (noun),"ˌprez.ənˈteɪ.ʃən
a talk giving information about something."
press (verb),"pres
to push something firmly, often without causing it to move permanently further away from you."
pretty (adverb),"ˈprɪt.i
quite, but not extremely."
prevent (verb),"prɪˈvent
to stop something from happening or someone from doing something."
previous (adjective),"ˈpriː.vi.əs
happening or existing before something or someone else."
previously (adverb),"ˈpriː.vi.əs.li
before the present time or the time referred to."
priest (noun),"priːst
a person, usually a man, who has been trained to perform religious duties in the Christian Church, especially the Roman Catholic Church, or a person with particular duties in some other religions."
prince (noun),"prɪns
an important male member of a royal family, especially a son or grandson of the king or queen."
princess (noun),"prɪnˈses
an important female member of a royal family, especially a daughter or granddaughter of a king and queen, or the wife of a prince."
principal (adjective),"ˈprɪn.sə.pəl
first in order of importance."
prison (noun),"ˈprɪz.ən
a building where criminals are forced to live as a punishment."
prisoner (noun),"ˈprɪz.ən.ər
a person who is kept in prison as a punishment."
private (adjective),"ˈpraɪ.vət
only for one person or group and not for everyone."
produce (verb),"prəˈdʒuːs
to make something or bring something into existence."
product (noun),"ˈprɒd.ʌkt
something that is made to be sold, usually something that is produced by an industrial process or, less commonly, something that is grown or obtained through farming."
profession (noun),"prəˈfeʃ.ən
any type of work that needs special training or a particular skill, often one that is respected because it involves a high level of education."
professor (noun),"prəˈfes.ər
a teacher of the highest rank in a department of a British university, or a teacher of high rank in an American university or college."
progress (noun),"ˈprəʊ.ɡres
movement to an improved or more developed state, or to a forward position."
promise (verb),"ˈprɒm.ɪs
to tell someone that you will certainly do something."
promise (noun),"ˈprɒm.ɪs
the act of saying that you will certainly do something."
pronounce (verb),"prəˈnaʊns
to say a word or a letter in a particular way."
proper (adjective),"ˈprɒp.ər
real, satisfactory, suitable, or correct."
property (noun),"ˈprɒp.ə.ti
an object or objects that belong to someone."
protect (verb),"prəˈtekt
to keep someone or something safe from injury, damage, or loss."
proud (adjective),"praʊd
feeling pleasure and satisfaction because you or people connected with you have done or got something good."
provide (verb),"prəˈvaɪd
to give someone something that they need."
public (noun),"ˈpʌb.lɪk
all ordinary people."
publish (verb),"ˈpʌb.lɪʃ
to make information available to people, especially in a book, magazine, or newspaper, or to produce and sell a book, magazine, or newspaper."
pump (noun),"pʌmp
a piece of equipment that is used to cause liquid, air, or gas to move from one place to another."
punish (verb),"ˈpʌn.ɪʃ
to cause someone who has done something wrong or committed a crime to suffer, by hurting them, forcing them to pay money, sending them to prison, etc.."
pure (adjective),"pjʊər
not mixed with anything else."
purpose (noun),"ˈpɜː.pəs
why you do something or why something exists."
push (noun),"pʊʃ
the act of moving someone or something by pressing them with your hands or body."
qualification (noun),"ˌkwɒl.ɪ.fɪˈkeɪ.ʃən
an official record showing that you have finished a training course or have the necessary skills, etc.."
qualified (adjective),"ˈkwɒl.ɪ.faɪd
having finished a training course, or having particular skills, etc.."
quality (adjective),"ˈkwɒl.ə.ti
of a high standard."
quality (noun),"ˈkwɒl.ə.ti
how good or bad something is."
quantity (noun),"ˈkwɒn.tə.ti
the amount or number of something, especially that can be measured."
questionnaire (noun),"ˌkwes.tʃəˈneər
a list of questions that several people are asked so that information can be collected about something."
queue (noun),"kjuː
a line of people, usually standing or in cars, waiting for something, or a lot of people who want something."
quietly (adverb),"ˈkwaɪət.li
without making much noise."
quit (verb),"kwɪt
to stop doing something or leave a job or a place."
quite (adverb),"kwaɪt
completely."
race (verb),"reɪs
to (cause to) compete in a race."
rail (noun),"reɪl
the system of transport that uses trains."
raise (verb),"reɪz
to lift something to a higher position."
range (noun),"reɪndʒ
a set of similar things."
rare (adjective),"reər
not common or frequent; very unusual."
rarely (adverb),"ˈreə.li
not often."
rather (adverb),"ˈrɑː.ðər
quite; to a slight degree."
raw (adjective),"rɔː
(of food) not cooked."
reach (verb),"riːtʃ
to arrive at a place, especially after spending a long time or a lot of effort travelling."
reader (noun),"ˈriː.dər
someone who reads for pleasure, especially a person who reads a lot."
realize (verb),"ˈrɪə.laɪz
to understand a situation, sometimes suddenly."
really (adverb),"ˈrɪə.li
in fact."
rebuild (verb),"ˌriːˈbɪld
to build something again that has been damaged or destroyed."
recent (adjective),"ˈriː.sənt
happening or starting from a short time ago."
recently (adverb),"ˈriː.sənt.li
not long ago, or at a time that started not long ago."
recipe (noun),"ˈres.ɪ.pi
a set of instructions telling you how to prepare and cook food, including a list of what food is needed for this."
recognize (verb),"ˈrek.əɡ.naɪz
to know someone or something because you have seen or heard him or her or experienced it before."
recommend (verb),"ˌrek.əˈmend
to suggest that someone or something would be good or suitable for a particular job or purpose, or to suggest that a particular action should be done."
recording (noun),"rɪˈkɔː.dɪŋ
speech, music, or moving pictures that have been recorded to be listened to or watched later."
recycle (verb),"ˌriːˈsaɪ.kəl
to sort and collect rubbish in order to treat it and produce useful materials that can be used again."
reduce (verb),"rɪˈdʒuːs
to become or to make something become smaller in size, amount, degree, importance, etc.."
refuse (verb),"rɪˈfjuːz
to say that you will not do or accept something."
region (noun),"ˈriː.dʒən
a particular area or part of the world, or any of the large official areas into which a country is divided."
register (verb),"ˈredʒ.ɪ.stər
to put information, especially your name, into an official list or record."
registration (noun),"ˌredʒ.ɪˈstreɪ.ʃən
the act of recording a name or information on an official list."
regret (verb),"rɪˈɡret
to feel sorry about a situation, especially something sad or wrong or a mistake that you have made."
regular (adjective),"ˈreɡ.jə.lər
happening or doing something often."
relative (noun),"ˈrel.ə.tɪv
a member of your family."
relax (verb),"rɪˈlæks
to (cause someone to) become less active and more calm and happy."
relaxed (adjective),"rɪˈlækst
feeling happy and comfortable because nothing is worrying you."
relaxing (adjective),"rɪˈlæk.sɪŋ
making you feel relaxed."
reliable (adjective),"rɪˈlaɪ.ə.bəl
Someone or something that is reliable can be trusted or believed because he, she, or it works or behaves well in the way you expect."
religion (noun),"rɪˈlɪdʒ.ən
the belief in and worship of a god or gods, or any such system of belief and worship."
remain (verb),"rɪˈmeɪn
to stay in the same place or in the same condition."
remind (verb),"rɪˈmaɪnd
to make someone think of something they have forgotten or might have forgotten."
remove (verb),"rɪˈmuːv
to take something or someone away from somewhere, or off something."
repair (noun),"rɪˈpeər
the act of fixing something that is broken or damaged."
replace (verb),"rɪˈpleɪs
to take the place of something, or to put something or someone in the place of something or someone else."
reply (verb),"rɪˈplaɪ
to answer."
reply (noun),"rɪˈplaɪ
an answer."
report (verb),"rɪˈpɔːt
to give a description of something or information about it to someone."
reporter (noun),"rɪˈpɔː.tər
a person whose job is to discover information about news events and describe them for a newspaper or magazine or for radio or television."
request (verb),"rɪˈkwest
to ask for something politely or officially."
request (noun),"rɪˈkwest
the act of politely or officially asking for something."
require (verb),"rɪˈkwaɪər
to need something or make something necessary."
rescue (verb),"ˈres.kjuː
to help someone or something out of a dangerous, harmful, or unpleasant situation."
rescue (noun),"ˈres.kjuː
the act of helping someone out of a dangerous or unpleasant situation."
research (noun),"rɪˈsɜːtʃ
a detailed study of a subject, especially in order to discover (new) information or reach a (new) understanding."
reservation (noun),"ˌrez.əˈveɪ.ʃən
an arrangement in which something such as a seat on an aircraft or a table at a restaurant is kept for you."
reserve (verb),"rɪˈzɜːv
to keep something for a particular purpose or time."
resort (noun),"rɪˈzɔːt
a place where many people go for rest, sport, or another stated purpose."
respect (verb),"rɪˈspekt
to feel or show admiration for someone or something that you believe has good ideas or qualities."
respect (noun),"rɪˈspekt
admiration felt or shown for someone or something that you believe has good ideas or qualities."
responsible (adjective),"rɪˈspɒn.sə.bəl
to have control and authority over something or someone and the duty of taking care of it, him, or her."
rest (verb),"rest
to (cause someone or something to) stop doing a particular activity or stop being active for a period of time in order to relax and get back your strength."
result (noun),"rɪˈzʌlt
something that happens or exists because of something else."
retire (verb),"rɪˈtaɪər
to leave your job or stop working because of old age or ill health."
return (noun),"rɪˈtɜːn
an occasion when someone goes or comes back to a place where they were before."
reward (noun),"rɪˈwɔːd
something given in exchange for good behaviour or good work, etc.."
ride (noun),"raɪd
a journey on a horse or bicycle, or in a vehicle."
rise (verb),"raɪz
to move upwards."
rob (verb),"rɒb
to take money or property illegally from a place, organization, or person, often using violence."
robot (noun),"ˈrəʊ.bɒt
a machine controlled by a computer that is used to perform jobs automatically."
rock (noun),"rɒk
the dry solid part of the earth's surface, or any large piece of this that sticks up out of the ground or the sea."
romance (noun),"rəʊˈmæns
a close, usually short relationship of love between two people."
romantic (adjective),"rəʊˈmæn.tɪk
relating to love or a close loving relationship."
rose (noun),"rəʊz
a garden plant with thorns on its stems and pleasant-smelling flowers, or a flower from this plant."
rough (adjective),"rʌf
not even or smooth, often because of being in bad condition."
route (noun),"ruːt
a particular way or direction between places."
routine (noun),"ruːˈtiːn
a usual or fixed way of doing things."
row (noun),"rəʊ
a line of things, people, animals, etc. arranged next to each other."
rubbish (noun),"ˈrʌb.ɪʃ
waste material or things that are no longer wanted or needed."
rude (adjective),"ruːd
not polite; offensive or embarrassing."
rule (noun),"ruːl
an accepted principle or instruction that states the way things are or should be done, and tells you what you are allowed or are not allowed to do."
run (noun),"rʌn
the action of running, especially for exercise."
sailor (noun),"ˈseɪ.lər
a person who works on a ship, especially one who is not an officer."
salary (noun),"ˈsæl.ər.i
a fixed amount of money agreed every year as pay for an employee, usually paid directly into his or her bank account every month."
sand (noun),"sænd
a substance that consists of very small grains of rock, found on beaches and in deserts."
satisfied (adjective),"ˈsæt.ɪs.faɪd
pleased because you have got what you wanted, or because something has happened in the way that you wanted."
save (verb),"seɪv
to stop someone or something from being killed, injured, or destroyed."
scared (adjective),"skeəd
frightened or worried."
scary (adjective),"ˈskeə.ri
frightening."
scene (noun),"siːn
a part of a play or film in which the action stays in one place for a continuous period of time."
scientific (adjective),"ˌsaɪənˈtɪf.ɪk
relating to science, or using the organized methods of science."
scientist (noun),"ˈsaɪən.tɪst
an expert who studies or works in one of the sciences."
score (noun),"skɔːr
the number of points, goals, etc. achieved in a game or competition."
score (verb),"skɔːr
to win or get a point, goal, etc. in a competition, sport, or game."
scream (noun),"skriːm
a loud, high sound you make when very frightened, excited, or angry."
scream (verb),"skriːm
to cry or say something loudly and usually on a high note, especially because of strong emotions such as fear, excitement, or anger."
sculpture (noun),"ˈskʌlp.tʃər
the art of forming solid objects that represent a thing, person, idea, etc. out of a material such as wood, clay, metal, or stone, or an object made in this way."
search (noun),"sɜːtʃ
an attempt to find someone or something."
search (verb),"sɜːtʃ
to look somewhere carefully in order to find something."
season (noun),"ˈsiː.zən
one of the four periods of the year; spring, summer, autumn, or winter."
second (adverb),"ˈsek.ənd
after the first and before any others."
secret (adjective),"ˈsiː.krət
If something is secret, other people are not allowed to know about it."
secret (noun),"ˈsiː.krət
a piece of information that is only known by one person or a few people and should not be told to others."
section (noun),"ˈsek.ʃən
one of the parts that something is divided into."
security (noun),"sɪˈkjʊə.rə.ti
protection of a person, building, organization, or country against threats such as crime or attacks by foreign countries."
seem (verb),"siːm
to give the effect of being; to be judged to be."
select (verb),"sɪˈlekt
to choose a small number of things, or to choose by making careful decisions."
sensible (adjective),"ˈsen.sə.bəl
based on or acting on good judgment and practical ideas or understanding."
separate (adjective),"ˈsep.ər.ət
existing or happening independently or in a different physical space."
serious (adjective),"ˈsɪə.ri.əs
severe in effect; bad."
seriously (adverb),"ˈsɪə.ri.əs.li
badly or severely."
service (noun),"ˈsɜː.vɪs
a government system or private organization that is responsible for a particular type of activity, or for providing a particular thing that people need."
sex (noun),"seks
the physical state of being either male, female, or intersex."
shade (noun),"ʃeɪd
slight darkness caused by something blocking the direct light from the sun."
shadow (noun),"ˈʃæd.əʊ
an area of darkness, caused by light being blocked by something."
shake (verb),"ʃeɪk
to move backwards and forwards or up and down in quick, short movements, or to make something or someone do this."
shall (modal verb),"ʃæl
used instead of ""will"" when the subject is ""I"" or ""we""."
shape (noun),"ʃeɪp
the particular physical form or appearance of something."
sharp (adjective),"ʃɑːp
having a thin edge or point that can cut something or make a hole in something."
shine (verb),"ʃaɪn
to send out or reflect light."
shiny (adjective),"ˈʃaɪ.ni
A shiny surface is bright because it reflects light."
shock (noun),"ʃɒk
(the emotional or physical reaction to) a sudden, unexpected, and usually unpleasant event or experience."
shocked (adjective),"ʃɒkt
surprised or upset because something unexpected and usually unpleasant has happened."
shocking (adjective),"ˈʃɒk.ɪŋ
offensive, upsetting, or immoral."
shoot (verb),"ʃuːt
to fire a bullet or an arrow, or to hit, injure, or kill a person or animal by firing a bullet or arrow at him, her, or it."
shop (verb),"ʃɒp
to buy things in shops."
shore (noun),"ʃɔːr
the land along the edge of a sea, lake, or wide river."
shoulder (noun),"ˈʃəʊl.dər
one of the two parts of the body at each side of the neck that join the arms to the rest of the body."
shout (noun),"ʃaʊt
the act of saying something very loudly or making a very loud sound with your voice."
shut (adjective),"ʃʌt
closed."
shy (adjective),"ʃaɪ
nervous and uncomfortable with other people."
sight (noun),"saɪt
the ability to see."
sign (verb),"saɪn
to write your name, usually on a written or printed document, to show that you agree with its contents or have written or created it yourself."
signature (noun),"ˈsɪɡ.nə.tʃər
your name written by yourself, always in the same way, usually to show that something has been written or agreed by you."
silence (noun),"ˈsaɪ.ləns
a period without any sound; complete quiet."
silent (adjective),"ˈsaɪ.lənt
without any sound."
silk (noun),"sɪlk
a delicate, soft type of cloth made from a thread produced by silkworms, or the thread itself."
silly (adjective),"ˈsɪl.i
showing little thought or judgment."
similar (adjective),"ˈsɪm.ɪ.lər
looking or being almost, but not exactly, the same."
since (conjunction),"sɪns
because; as."
sink (verb),"sɪŋk
to (cause something or someone to) go down below the surface or to the bottom of a liquid or soft substance."
sir (noun),"sɜːr
used as a formal and polite way of speaking to a man, especially one who you are providing a service to or who is in a position of authority."
site (noun),"saɪt
a place where something is, was, or will be built, or where something happened, is happening, or will happen."
situated (adjective),"ˈsɪtʃ.u.eɪ.tɪd
in a particular position."
situation (noun),"ˌsɪtʃ.uˈeɪ.ʃən
the set of things that are happening and the conditions that exist at a particular time and place."
ski (verb),"skiː
to move over snow on skis."
ski (noun),"skiː
one of a pair of long, flat narrow pieces of wood or plastic that curve up at the front and are fastened to boots so that the wearer can move quickly and easily over snow."
skill (noun),"skɪl
an ability to do an activity or job well, especially because you have practised it."
skin (noun),"skɪn
the natural outer layer that covers a person, animal, fruit, etc.."
sleep (noun),"sliːp
the resting state in which the body is not active and the mind is unconscious."
slip (verb),"slɪp
to slide without intending to."
smart (adjective),"smɑːt
having a clean, tidy, and stylish appearance."
smell (noun),"smel
the characteristic of something that can be recognized or noticed using the nose."
smell (verb),"smel
to have a particular quality that others can notice with their noses."
smile (verb),"smaɪl
to make a happy or friendly expression in which the corners of your mouth curve up."
smile (noun),"smaɪl
a happy or friendly expression on the face in which the ends of the mouth curve up slightly, often with the lips moving apart so that the teeth can be seen."
smoke (noun),"sməʊk
the grey, black, or white mixture of gas and very small pieces of carbon that is produced when something burns."
smooth (adjective),"smuːð
having a surface or consisting of a substance that is perfectly regular and has no holes, lumps, or areas that rise or fall suddenly."
so (conjunction),"səʊ
used before you give an explanation for the action that you have just mentioned."
social (adjective),"ˈsəʊ.ʃəl
relating to activities in which you meet and spend time with other people and that happen during the time when you are not working."
society (noun),"səˈsaɪ.ə.ti
a large group of people who live together in an organized way, making decisions about how to do things and sharing the work that needs to be done. All the people in a country, or in several similar countries, can be referred to as a society."
soldier (noun),"ˈsəʊl.dʒər
a person who is in an army and wears its uniform, especially someone who fights when there is a war."
solution (noun),"səˈluː.ʃən
the answer to a problem."
solve (verb),"sɒlv
to find an answer to a problem."
somehow (adverb),"ˈsʌm.haʊ
in a way or by some means that is not known or not stated."
southern (adjective),"ˈsʌð.ən
in or from the south part of an area."
spare (adjective),"speər
If something is spare, it is available to use because it is extra."
speaker (noun),"ˈspiː.kər
a person who gives a speech at a public event."
spectacular (adjective),"spekˈtæk.jə.lər
very exciting to look at."
speech (noun),"spiːtʃ
the ability to talk, the activity of talking, or a piece of spoken language."
speed (noun),"spiːd
how fast something moves."
spicy (adjective),"ˈspaɪ.si
containing strong flavours from spices."
spider (noun),"ˈspaɪ.dər
a small creature with eight thin legs that catches insects in a web (= a net made from sticky threads)."
spill (verb),"spɪl
to (cause to) flow, move, fall, or spread over the edge or outside the limits of something."
spite (noun),"spaɪt
(used before one fact that makes another fact surprising) despite."
spoil (verb),"spɔɪl
to destroy or reduce the pleasure, interest, or beauty of something."
spot (noun),"spɒt
a small, usually round area of colour that is differently coloured or lighter or darker than the surface around it."
spy (noun),"spaɪ
a person who secretly collects and reports information about the activities of another country or organization."
stall (noun),"stɔːl
a large table or a small shop with an open front from which goods are sold in a public place."
star (verb),"stɑːr
If a film, play, etc. stars someone, or if someone stars in a film, play, etc., they are the main actor in it."
start (noun),"stɑːt
the beginning of something."
statue (noun),"ˈstætʃ.uː
an object made from a hard material, especially stone or metal, to look like a person or animal."
stay (noun),"steɪ
a period of time that you spend in a place."
steep (adjective),"stiːp
(of a slope) rising or falling at a sharp angle."
step (verb),"step
to move by lifting your foot and putting it down in a different place, or to put your foot on or in something."
stick (verb),"stɪk
to cause something to become fixed, for example with glue or another similar substance."
stick (noun),"stɪk
a thin piece of wood or other material."
sticky (adjective),"ˈstɪk.i
made of or covered with a substance that stays attached to any surface it touches."
stir (verb),"stɜːr
to mix a liquid or other substance by moving an object such as a spoon in a circular pattern."
stone (noun),"stəʊn
the hard, solid substance found in the ground that is often used for building, or a piece of this."
stop (noun),"stɒp
the act of stopping an activity or journey, or a period of time when you stop."
store (noun),"stɔːr
a large shop where you can buy many different types of goods."
straight (adverb),"streɪt
immediately."
stranger (noun),"ˈstreɪn.dʒər
someone you do not know."
stream (noun),"striːm
water that flows naturally along a fixed route formed by a channel cut into rock or ground, usually at ground level."
stress (noun),"stres
great worry caused by a difficult situation, or something that causes this condition."
strict (adjective),"strɪkt
strongly limiting someone's freedom to behave as they wish, or likely to severely punish someone if they do not obey."
studio (noun),"ˈstjuː.di.əʊ
a room with special equipment where television or radio programmes or music recordings are made."
stuff (noun),"stʌf
a substance, especially when you do not know or say exactly what it is."
stupid (adjective),"ˈstjuː.pɪd
silly or unwise; showing poor judgment or little intelligence."
style (noun),"staɪl
a way of doing something, especially one that is typical of a person, group of people, place, or period."
subject (noun),"ˈsʌb.dʒekt
the thing that is being discussed, considered, or studied."
succeed (verb),"səkˈsiːd
If you succeed, you achieve something that you have been aiming for, and if a plan or piece of work succeeds, it has the results that you wanted."
success (noun),"səkˈses
the achieving of the results wanted or hoped for."
successful (adjective),"səkˈses.fəl
achieving the results wanted or hoped for."
suddenly (adverb),"ˈsʌd.ən.li
quickly and unexpectedly."
suffer (verb),"ˈsʌf.ər
to experience physical or mental pain."
suggest (verb),"səˈdʒest
to mention an idea, possible plan, or action for other people to consider."
suggestion (noun),"səˈdʒes.tʃən
an idea, plan, or action that is suggested or the act of suggesting it."
suitable (adjective),"ˈsuː.tə.bəl
acceptable or right for someone or something."
sum (noun),"sʌm
an amount of money."
surprise (verb),"səˈpraɪz
to make someone feel surprise."
surprising (adjective),"səˈpraɪ.zɪŋ
unexpected."
surround (verb),"səˈraʊnd
to be everywhere around something."
switch (verb),"swɪtʃ
to use a switch to change a device from one state or type of operation to another."
switch (noun),"swɪtʃ
a small device, usually pushed up or down with your finger, that controls and turns on or off an electric current."
system (noun),"ˈsɪs.təm
a set of connected things or devices that operate together."
tablet (noun),"ˈtæb.lət
a small, solid piece of medicine."
take (verb),"teɪk
to remove something, especially without permission."
talent (noun),"ˈtæl.ənt
(someone who has) a natural ability to be good at something, especially without being taught."
talented (adjective),"ˈtæl.ən.tɪd
with talent; able or skilful."
talk (noun),"tɔːk
a conversation between two people, often about a particular subject."
tap (noun),"tæp
a device that controls the flow of liquid, especially water, from a pipe."
taste (noun),"teɪst
the flavour of something, or the ability of a person or animal to recognize different flavours."
taste (verb),"teɪst
to put food or drink in your mouth to find out what flavour it has."
tax (noun),"tæks
(an amount of) money paid to the government that is based on your income or the cost of goods or services you have bought."
teaching (noun),"ˈtiː.tʃɪŋ
the job of being a teacher."
tear (verb),"teər
to pull or be pulled apart, or to pull pieces off."
technique (noun),"tekˈniːk
a way of doing an activity that needs skill."
technology (noun),"tekˈnɒl.ə.dʒi
(the study and knowledge of) the practical, especially industrial, use of scientific discoveries."
teenage (adjective),"ˈtiːn.eɪdʒ
aged between 13 and 19."
temple (noun),"ˈtem.pəl
a building used for the worship of a god or gods in some religions."
temporary (adjective),"ˈtem.pər.ər.i
not lasting or needed for very long."
tent (noun),"tent
a shelter made of canvas or a similar material and supported by poles and ropes, that you can fold up and carry with you."
terrific (adjective),"təˈrɪf.ɪk
very good."
text (noun),"tekst
the written words in a book, magazine, etc., not the pictures."
that (pronoun),"ðæt
used as the subject or object of a verb to show which person or thing you are referring to, or to add information about a person or thing just mentioned. It is used for both people and things. It can often be left out."
therefore (adverb),"ˈðeə.fɔːr
for that reason."
thick (adjective),"θɪk
having a large distance between two sides."
thief (noun),"θiːf
a person who steals."
though (conjunction),"ðəʊ
despite the fact that."
thought (noun),"θɔːt
the act of thinking about or considering something, an idea or opinion, or a set of ideas about a particular subject."
throat (noun),"θrəʊt
the front of the neck, or the space inside the neck down which food and air can go."
through (preposition),"θruː
as a result of."
thumb (noun),"θʌm
the short, thick finger on the side of your hand that makes it possible to hold and pick things up easily."
tie (verb),"taɪ
to fasten together two ends of a piece of string or other long, thin material, or to (cause to) hold together with a long, thin piece of string, material, etc.."
