word,answer
knife (verb),"naɪf
to attack someone using a knife."
knock (noun),"nɒk
a sudden short noise made when someone or something hits a surface."
know (noun),"nəʊ
to have knowledge about something that most people do not have."
labour (verb),"ˈleɪ.bər
to do hard physical work."
lad (noun),"læd
a boy or young man."
ladder (verb),"ˈlæd.ər
If a pair of tights or a stocking ladders or if you ladder it, a long hole appears in it."
lamp (verb),"læmp
to punch someone (= hit them with your closed hand) hard."
landscape (verb),"ˈlænd.skeɪp
to make a garden, park, or other area of land more attractive by adding different features, plants, etc.."
landscape (adjective),"ˈlænd.skeɪp
A landscape document is to be printed with the longer side of the paper at the top and bottom.."
lap (verb),"læp
to go past someone in a race who has been round the track one less time than you."
large (verb),"lɑːdʒ
enjoying yourself very much by dancing and drinking alcohol."
large-scale (adjective),"ˌlɑːdʒˈskeɪl
involving many people or things, or happening over a large area."
later (exclamation),"ˈleɪ.tər
a way of saying goodbye."
latest (noun),"ˈleɪ.tɪst
the most recent news or technical development."
laughter (noun),"ˈlɑːf.tər
the act or sound of laughing."
lay (noun),"leɪ
used to describe how good someone is at sex, or how often they have sex."
lay (adjective),"leɪ
not trained in or not having a detailed knowledge of a particular subject."
layer (verb),"ˈleɪ.ər
to arrange something in layers."
leaflet (verb),"ˈliː.flət
to give out leaflets to people."
lean (adjective),"liːn
Lean meat has little fat.."
left (adjective),"left
relating to political groups that believe wealth and power should be shared between all parts of society."
left (verb),"left
past simple and past participle of
leave ."
leg (verb),"leɡ
to run away especially in order to escape from something."
legislative (adjective),"ˈledʒ.ɪ.slə.tɪv
relating to laws or the making of laws."
legislature (noun),"ˈledʒ.ɪ.slə.tʃʊər
the group of people in a country or part of a country who have the power to make and change laws."
legitimate (verb),"ləˈdʒɪt.ə.məɪt
to make something legal or acceptable."
lemon (adjective),"ˈlem.ən
of a pale yellow colour."
lens (noun),"lenz
a curved piece of glass, plastic, or other transparent material, used in cameras, glasses, and scientific equipment, that makes objects seem closer, larger, smaller, etc.."
lesbian (noun),"ˈlez.bi.ən
a woman who is sexually or romantically attracted to other women and not to people of other genders."
lesbian (adjective),"ˈlez.bi.ən
belonging or relating to women who are sexually or romantically attracted to other women and not to people of other genders."
less (preposition),"les
→ 
minus ."
lesser (adjective),"ˈles.ər
used to describe something that is not as great in size, amount, or importance as something else."
let (noun),"let
(in tennis or similar games) a situation in which the ball touches the net as it crosses it, so that you have to play the point again."
letter (verb),"ˈlet.ər
If a student letters in a particular sport, they are given a prize for achievement in sport in the shape of the first letter of the name of their high school or university, which is often worn on a special jacket or sweater."
letter (adjective),"ˈlet.ər
used to refer to a standard size of paper in the US, 8.5 inches by 11 inches."
level (adjective),"ˈlev.əl
at the same height."
level (verb),"ˈlev.əl
to make a surface flat."
liberal (noun),"ˈlɪb.ər.əl
someone who respects many different types of beliefs or behaviour."
licence (verb),"ˈlaɪ.səns
another spelling of 
license ."
license (verb),"ˈlaɪ.səns
to give someone official permission to do or have something."
license (noun),"ˈlaɪ.səns
US spelling of 
licence ."
like (adjective),"laɪk
similar to, or the same as, something else."
like (noun),"laɪk
a person, thing, or group similar in character or quality to the one mentioned."
like (adverb),"laɪk
used before you describe how you were feeling or what you said when something happened to you."
likely (adverb),"ˈlaɪ.kli
probably."
limb (noun),"lɪm
an arm or leg of a person or animal."
linear (adjective),"ˈlɪn.i.ər
consisting of relating to lines or length."
liquid (noun),"ˈlɪk.wɪd
a substance, such as water, that is not solid or a gas and that can be poured easily."
liquid (adjective),"ˈlɪk.wɪd
in the form of a liquid."
listing (noun),"ˈlɪs.tɪŋ
a list of information that is published regularly, or an item on this list."
litter (verb),"ˈlɪt.ər
to spread across an area or place untidily."
live (adverb),"laɪv
broadcast as it happens; performing or being performed in front of an audience."
live (adjective),"laɪv
having life."
loan (verb),"ləʊn
to lend."
lobby (noun),"ˈlɒb.i
a group of people who try to persuade the government or an official group to do something."
log (verb),"lɒɡ
to cut down trees so that you can use their wood."
long (noun),"lɒŋ
written abbreviation for
longitude ."
long-standing (adjective),"ˌlɒŋˈstæn.dɪŋ
having existed for a long time."
look (exclamation),"lʊk
used to express anger."
loom (noun),"luːm
a piece of equipment for weaving (= making thread into cloth)."
loop (noun),"luːp
the curved shape made when something long and thin, such as a piece of string, bends until one part of it nearly touches or crosses another part of it."
loop (verb),"luːp
to make a loop or curve."
loose (verb),"luːs
to speak or express emotions very freely, especially in an uncontrolled way."
lord (noun),"lɔːd
a male peer."
lord (verb),"lɔːd
to behave as if you are better than someone and have the right to tell them what to do."
lot (noun),"lɒt
a group of people."
loud (adjective),"laʊd
(of clothes) having unpleasantly bright colours or too strong patterns, or (of a person) demanding attention and talking and laughing loudly."
lovely (noun),"ˈlʌv.li
a sexually attractive woman."
low (verb),"ləʊ
to make the deep, long sound of a cow."
low (noun),"ləʊ
a bad time in someone's life."
lower (adjective),"ˈləʊ.ər
positioned below one or more similar things, or of the bottom part of something."
lunch (verb),"lʌntʃ
to eat lunch."
lyric (adjective),"ˈlɪr.ɪk
(especially of poetry and songs) expressing personal thoughts and feelings."
lyric (noun),"ˈlɪr.ɪk
the words of a song, especially a pop song."
machine (verb),"məˈʃiːn
to sew cloth with a sewing machine."
magic (exclamation),"ˈmædʒ.ɪk
used when you think something is very good and you like it a lot."
magnitude (noun),"ˈmæɡ.nɪ.tʃuːd
the large size or importance of something."
mail (verb),"meɪl
to send a letter, etc. or to email something."
main (noun),"meɪn
a large pipe that carries water or gas, or a wire carrying electricity, from one place to another, to which a house can be connected."
mainland (adjective),"ˈmeɪn.lænd
relating to or forming the main part of a country or continent, not including the islands around it."
mainstream (verb),"ˈmeɪn.striːm
to make something start to be considered normal."
mainstream (noun),"ˈmeɪn.striːm
the way of life or set of beliefs accepted by most people."
major (noun),"ˈmeɪ.dʒər
an officer of middle rank in the British, US, and many other armed forces."
make (noun),"meɪk
a type of product or the name of the company that made it."
making (noun),"ˈmeɪ.kɪŋ
the activity or process of producing something."
male (adjective),"meɪl
belonging or relating to men."
man (exclamation),"mæn
used to express a strong emotion."
man (verb),"mæn
To man something such as a machine or vehicle is to be present in order to operate it."
mandate (verb),"ˈmæn.deɪt
to give official permission for something to happen."
mandate (noun),"ˈmæn.deɪt
the authority given to an elected group of people, such as a government, to perform an action or govern a country."
mandatory (adjective),"ˈmæn.də.tər.i
Something that is mandatory must be done, or is demanded by law."
manifest (verb),"ˈmæn.ɪ.fest
to show something clearly, through signs or actions."
manifest (adjective),"ˈmæn.ɪ.fest
easily noticed or obvious."
manifest (noun),"ˈmæn.ɪ.fest
a list of people and goods carried on a ship or plane."
manipulate (verb),"məˈnɪp.jə.leɪt
to control something or someone to your advantage, often unfairly or dishonestly."
manipulation (noun),"məˌnɪp.jəˈleɪ.ʃən
controlling someone or something to your own advantage, often unfairly or dishonestly."
manufacture (noun),"ˌmæn.jəˈfæk.tʃər
the process of producing goods."
manuscript (noun),"ˈmæn.jə.skrɪpt
the original copy of a book or article before it is printed."
map (verb),"mæp
to represent an area of land in the form of a map."
marathon (adjective),"ˈmær.ə.θən
related to marathons (= running races)."
marginal (noun),"ˈmɑː.dʒɪ.nəl
a marginal political area or position in parliament."
marine (adjective),"məˈriːn
related to the sea or sea transport."
marine (noun),"məˈriːn
a soldier who works closely with the navy and is trained especially for military operations on land that begin from the sea."
marker (noun),"ˈmɑː.kər
a sign that shows where something is."
market (adjective),"ˈmɑː.kɪt
usual for a particular market (= the business or trade in a particular product or service)."
market (verb),"ˈmɑː.kɪt
to make goods available to buyers in a planned way that encourages people to buy more of them, for example by advertising."
marketplace (noun),"ˈmɑː.kɪt.pleɪs
a set of trading conditions or the business environment."
marry (exclamation),"ˈmær.i
used for emphasis or to express an emotion, such as surprise or anger."
martial (adjective),"ˈmɑː.ʃəl
relating to soldiers, war, or life in the armed forces."
mask (verb),"mɑːsk
to prevent something from being seen or noticed."
mass (verb),"mæs
to come together in large numbers."
massacre (verb),"ˈmæs.ə.kər
to kill many people in a short period of time."
master (verb),"ˈmɑː.stər
to learn to control an emotion or feeling."
master (adjective),"ˈmɑː.stər
extremely skilled."
matching (adjective),"ˈmætʃ.ɪŋ
having the same colour or pattern as something else."
mate (noun),"meɪt
an animal's sexual partner."
mate (verb),"meɪt
to have sex and produce young, or to make animals do this."
material (adjective),"məˈtɪə.ri.əl
relating to physical objects or money rather than emotions or the spiritual world."
maths (noun),"mæθs
the study of numbers, shapes, and space using reason and usually a special system of symbols and rules for organizing them."
mature (verb),"məˈtʃʊər
to become more developed mentally and emotionally and behave in a responsible way."
may (noun),"meɪ
the flowers of the hawthorn tree."
me (noun),"miː
the musical note 
mi ."
mean (noun),"miːn
the result you get by adding two or more amounts together and dividing the total by the number of amounts."
medal (verb),"ˈmed.əl
to win a medal in a sports competition."
media (noun),"ˈmiː.di.ə
the internet, newspapers, magazines, television, etc., considered as a group."
medical (noun),"ˈmed.ɪ.kəl
an examination of a person's body by a doctor in order to discover if that person is healthy, sometimes done before a person can be accepted for a particular job."
meditation (noun),"ˌmed.ɪˈteɪ.ʃən
the act of giving your attention to only one thing, either as a religious activity or as a way of becoming calm and relaxed."
meet (noun),"miːt
a sports event in which people compete against each other, for example in swimming or running."
melt (noun),"melt
a sandwich containing melted cheese."
memoir (noun),"ˈmem.wɑːr
a book or other piece of writing based on the writer's personal knowledge of famous people, places, or events."
memorial (adjective),"məˈmɔː.ri.əl
done to remember a person or people who have died."
mentor (noun),"ˈmen.tɔːr
a person who gives a younger or less experienced person help and advice over a period of time, especially at work or school."
mentor (verb),"ˈmen.tɔːr
to help and give advice to a younger or less experienced person, especially in a job or at school."
merchant (noun),"ˈmɜː.tʃənt
a person whose job is to buy and sell products in large amounts, especially by trading with other countries."
mess (verb),"mes
to make something untidy."
message (verb),"ˈmes.ɪdʒ
to send someone a short message using a mobile phone or computer."
methodology (noun),"ˌmeθ.əˈdɒl.ə.dʒi
a system of ways of doing, teaching, or studying something."
midst (noun),"mɪdst
the middle of a group of people or things."
midst (preposition),"mɪdst
among."
might (modal verb),"maɪt
past simple of the verb may, used especially when reporting what someone has said, thought, asked, etc.."
might (noun),"maɪt
power, strength, or force."
migration (noun),"maɪˈɡreɪ.ʃən
the process of animals travelling to a different place, usually when the season changes."
mild (noun),"maɪld
a dark beer that does not have a very strong or bitter taste."
militant (adjective),"ˈmɪl.ɪ.tənt
active, determined, and often willing to use force."
militant (noun),"ˈmɪl.ɪ.tənt
someone who is militant."
militia (noun),"mɪˈlɪʃ.ə
a military force whose members are trained soldiers but who often have other jobs."
milk (verb),"mɪlk
to get milk from an animal."
mill (verb),"mɪl
to crush grain into flour or another substance into powder."
mill (noun),"mɪl
a building where grain is crushed into flour."
mine (determiner),"maɪn
used in the past instead of ""my"" before nouns that begin with a vowel or h ."
mine (verb),"maɪn
to dig coal or another substance out of the ground."
mineral (noun),"ˈmɪn.ər.əl
a valuable or useful chemical substance that is formed naturally in the ground."
mineral (adjective),"ˈmɪn.ər.əl
being or consisting of a mineral or minerals."
minimum (adverb),"ˈmɪn.ɪ.məm
at the least."
minor (noun),"ˈmaɪ.nər
someone who is too young to have the legal responsibilities of an adult."
minor (verb),"ˈmaɪ.nər
to study something as your second most important subject in college."
minute (verb),"ˈmɪn.ɪt
to make a written record of what is said at a meeting."
mirror (verb),"ˈmɪr.ər
to represent something honestly."
miss (noun),"mɪs
an occasion when something or someone fails to hit something or avoids hitting something."
mistake (verb),"mɪˈsteɪk
to be wrong about or to fail to recognize something or someone."
mixed (adjective),"mɪkst
showing a mixture of different feelings or opinions."
mob (verb),"mɒb
to come together around someone in a crowd to express admiration, interest, or anger."
mob (noun),"mɒb
a large, angry crowd, especially one that could easily become violent."
mobile (adjective),"ˈməʊ.baɪl
moving or walking around freely."
mobility (noun),"məʊˈbɪl.ə.ti
the ability to move freely or be easily moved."
mobilize (verb),"ˈməʊ.bɪ.laɪz
to organize or prepare something, such as a group of people, for a purpose."
model (verb),"ˈmɒd.əl
to wear fashionable clothes, jewellery, etc. in order to advertise them."
moderate (noun),"ˈmɒd.ər.ət
a person whose opinions, especially their political ones, are not extreme and are therefore acceptable to a large number of people."
monk (noun),"mʌŋk
a member of a group of religious men who do not marry and usually live together in a monastery."
monster (verb),"ˈmɒn.stər
to criticize someone severely or to treat someone very badly."
monster (adjective),"ˈmɒn.stər
very big."
monthly (noun),"ˈmʌn.θli
a magazine that is published once a month."
moon (verb),"muːn
to show your naked bottom in public, as a joke or as a protest ."
moral (noun),"ˈmɒr.əl
standards for good or bad character and behaviour."
morality (noun),"məˈræl.ə.ti
a set of personal or social standards for good or bad behaviour and character."
morning (exclamation),"ˈmɔː.nɪŋ
a friendly way of greeting people when you meet them in the morning."
mortgage (verb),"ˈmɔː.ɡɪdʒ
to borrow money to buy a house."
mortgage (noun),"ˈmɔː.ɡɪdʒ
an agreement that allows you to borrow money from a bank or similar organization, especially in order to buy a house, or the amount of money itself."
mother (verb),"ˈmʌð.ər
to treat a person with great kindness and love and to try to protect them from anything dangerous or difficult."
motion (verb),"ˈməʊ.ʃən
to make a signal to someone, usually with your hand or head."
motive (adjective),"ˈməʊ.tɪv
(of power or force) causing movement or action."
motor (adjective),"ˈməʊ.tər
connected with cars or other vehicles that have engines and use roads."
motor (verb),"ˈməʊ.tər
to move or increase very quickly."
mount (noun),"maʊnt
a horse."
mouth (verb),"maʊð
to form words with the lips without making any sound."
moving (noun),"ˈmuː.vɪŋ
the action of going to a different place to live or work."
moving (adjective),"ˈmuː.vɪŋ
A moving object is one that moves."
multiple (noun),"ˈmʌl.tɪ.pəl
a number that can be divided by a smaller number an exact number of times."
multiply (verb),"ˈmʌl.tɪ.plaɪ
to add a number to itself a particular number of times."
mum (adjective),"mʌm
to say nothing about a subject."
must (noun),"mʌst
something that is necessary."
mutual (noun),"ˈmjuː.tʃu.əl
a financial organization that is owned by its members, rather than by shareholders."
my (exclamation),"maɪ
used to express surprise or pleasure."
nail (verb),"neɪl
to fasten something with nails."
narrative (adjective),"ˈnær.ə.tɪv
telling a story or describing a series of events."
national (noun),"ˈnæʃ.ən.əl
someone who officially belongs to a particular country."
native (noun),"ˈneɪ.tɪv
a person who was born in a particular place, or a plant or animal that lives or grows naturally in a place and has not been brought from somewhere else."
natural (adverb),"ˈnætʃ.ər.əl
in a way that is normal and relaxed."
natural (noun),"ˈnætʃ.ər.əl
someone who was born with the right characteristics or abilities for doing a particular thing."
navigation (noun),"ˌnæv.ɪˈɡeɪ.ʃən
the act of directing a ship, aircraft, etc. from one place to another, or the science of finding a way from one place to another."
near (verb),"nɪər
to get close to something in distance, time, or state."
neck (verb),"nek
to kiss and hold a person in a sexual way."
needle (verb),"ˈniː.dəl
to annoy someone, especially by repeated criticism."
negative (noun),"ˈneɡ.ə.tɪv
an image in which dark areas of what is being photographed appear light and light areas of what is being photographed appear dark, the opposite to a normal image."
negative (verb),"ˈneɡ.ə.tɪv
to answer no to a question or request."
neighbour (verb),"ˈneɪ.bər
(of a place) to be next to or near to another place."
nerve (verb),"nɜːv
to make yourself brave enough to do something."
net (adjective),"net
left when there is nothing else to be taken away."
net (verb),"net
to catch something using a net."
network (verb),"ˈnet.wɜːk
to connect computers together so that they can share information."
neutral (noun),"ˈnjuː.trəl
the position of the gears in a vehicle when they are not connected to the engine."
new (noun),"njuː
new things."
next to (adjective),"ˌnekst tuː ˈlɑːst
The next to last person or thing is the one before the last one."
niche (adjective),"niːʃ
interesting to, aimed at, or affecting only a small number of people."
niche (noun),"niːʃ
a job or position that is very suitable for someone, especially one that they like."
night (exclamation),"naɪt
a friendly way of saying goodbye when you leave someone in the evening or before going to bed or to sleep."
no (noun),"nəʊ
a negative answer or reaction."
noble (noun),"ˈnəʊ.bəl
a person of the highest social group in some countries."
nobody (noun),"ˈnəʊ.bə.di
someone who is not important."
nod (noun),"nɒd
a movement up and down with the head."
nominee (noun),"ˌnɒm.ɪˈniː
someone who has been nominated for something."
non-profit (adjective),"ˌnɒnˈprɒf.ɪt
not intended to make a profit, but to make money for a social or political purpose or to provide a service that people need."
non-profit (noun),"ˌnɒnˈprɒf.ɪt
an organization whose aim is to make money for a social or political purpose or to provide a service that people need, rather than to make a profit."
nor (conjunction),"nɔːr
used before the second or last of a set of negative possibilities, usually after ""neither""."
nose (verb),"nəʊz
to look around or search in order to discover something, especially something that other people do not want you to find."
notable (noun),"ˈnəʊ.tə.bəl
an important or famous person."
nothing (noun),"ˈnʌθ.ɪŋ
someone of no value or importance."
nothing (adverb),"ˈnʌθ.ɪŋ
in no way."
novel (adjective),"ˈnɒv.əl
new and original, not like anything seen before."
now (noun),"naʊ
the present moment or time."
now (adjective),"naʊ
fashionable and popular at the present time."
nursery (adjective),"ˈnɜː.sər.i
relating to the teaching of children who are between the ages of two or three to five years old."
nursing (adjective),"ˈnɜː.sɪŋ
A nursing mother is a woman who is feeding her baby with her own breast milk."
nursing (noun),"ˈnɜː.sɪŋ
the job of being a nurse."
nut (verb),"nʌt
to hit someone or something with your head."
oblige (verb),"əˈblaɪdʒ
to force someone to do something, or to make it necessary for someone to do something."
obsess (verb),"əbˈses
If something or someone obsesses you, or if you obsess about something or someone, you think about it, him, or her all the time."
occasion (verb),"əˈkeɪ.ʒən
to cause something."
off (verb),"ɒf
to kill someone."
off (noun),"ɒf
the act of leaving somewhere."
offensive (noun),"əˈfen.sɪv
a planned military attack."
offering (noun),"ˈɒf.ər.ɪŋ
something that you give or offer to someone."
oh (noun),"əʊ
sometimes used in writing for the number zero."
oil (verb),"ɔɪl
to put oil on something, especially a machine, usually to make it work more easily without sticking."
ok (noun),"ˌəʊˈkeɪ
permission."
ok (verb),"ˌəʊˈkeɪ
to agree to something."
old (noun),"əʊld
old people considered together as a group."
on (noun),"ɒn
in cricket, the left side of the field for a right-handed batter or the right side of the field for a left-handed batter."
open (noun),"ˈəʊ.pən
somewhere outside, rather than in a building."
operational (adjective),"ˌɒp.ərˈeɪ.ʃən.əl
relating to a particular activity."
opposed (adjective),"əˈpəʊzd
completely different."
optical (adjective),"ˈɒp.tɪ.kəl
relating to light or the ability to see."
or (adjective),"ɔːr
used to describe something on a coat of arms (= a special shield or shield-shaped pattern that is the sign of a family, university, or city) that is gold or yellow."
oral (noun),"ˈɔː.rəl
an exam, often a type of language exam, in which you give spoken and not written answers."
organizational (adjective),"ˌɔː.ɡən.aɪˈzeɪ.ʃən.əl
relating to the planning of an activity or event."
other (verb),"ˈʌð.ər
to treat someone as though they are not part of a group and are different in some way."
other (adjective),"ˈʌð.ər
different to what is usual or expected, and sometimes not well understood."
otherwise (adjective),"ˈʌð.ə.waɪz
used to show that something is completely different from what you think it is or from what was previously stated."
otherwise (adverb),"ˈʌð.ə.waɪz
differently, or in another way."
ought (modal verb),"ɔt
used to say that it is necessary or desirable to perform the action expressed in the verb."
out (noun),"aʊt
an excuse or reason for avoiding an unpleasant situation."
out (verb),"aʊt
to make known the fact that someone is not heterosexual (= attracted to men if you are a woman and women if you are a man) or cisgender (= having a gender that matches the body you were born with), especially when that person does not want other people to know."
outfit (verb),"ˈaʊt.fɪt
to provide someone or something with equipment or clothes."
outfit (noun),"ˈaʊt.fɪt
a set of clothes worn for a particular occasion or activity."
outing (noun),"ˈaʊ.tɪŋ
a short journey made by a group of people, usually for pleasure or education."
outlet (noun),"ˈaʊt.let
a way, especially a pipe or hole, for liquid or gas to go out."
outline (verb),"ˈaʊt.laɪn
to draw the main shape or edge of something."
outrage (noun),"ˈaʊt.reɪdʒ
a feeling of anger and shock."
outrage (verb),"ˈaʊt.reɪdʒ
(especially of an unfair action or statement) to cause someone to feel very angry, shocked, or upset."
outside (adjective),"ˈaʊt.saɪd
slight."
outsider (noun),"ˌaʊtˈsaɪ.dər
a person who is not involved with a particular group of people or organization or who does not live in a particular place."
over (noun),"ˈəʊ.vər
in cricket, a set of six bowls (= throws) from the same end of the field."
over (adverb),"ˈəʊ.vər
from a higher to a lower position; down."
overlook (noun),"ˈəʊ.və.lʊk
a place from where a person can look at something, especially at an area of natural beauty."
overly (adverb),"ˈəʊ.vəl.i
too; very."
overnight (verb),"ˌəʊ.vəˈnaɪt
to stay somewhere for a night."
oversee (verb),"ˌəʊ.vəˈsiː
to watch or organize a job or an activity to make certain that it is being done correctly."
overturn (verb),"ˌəʊ.vəˈtɜːn
to (cause to) turn over."
overwhelm (verb),"ˌəʊ.vəˈwelm
to defeat someone or something by using a lot of force."
pace (verb),"peɪs
to get someone to run a race at a particular speed, for example by running with them."
package (verb),"ˈpæk.ɪdʒ
to put goods into boxes or containers to be sold."
pad (verb),"pæd
to put pieces of soft material in something to make it soft, give it a different shape, or protect what is inside."
pad (noun),"pæd
a piece of soft, thick cloth or rubber, used to protect a part of the body, give shape to something, or clean something."
page (verb),"peɪdʒ
to call a person using a loudspeaker (= an electric device for making sounds louder) in a public place."
pain (verb),"peɪn
If something pains you, it causes you to feel sad and upset."
pair (verb),"peər
to make something one of a pair, or to become one of a pair."
pale (verb),"peɪl
If a person's face pales, it loses its usual colour."
palm (verb),"pɑːm
to make something seem to disappear by hiding it in the palm of your hand as part of a trick, or to steal something by picking it up in a way that will not be noticed."
pan (adjective),"pæn
short for
pansexual sexually or romantically attracted to people of any gender."
pan (verb),"pæn
(of a video camera) to move slowly from one side to another or up and down."
panel (verb),"ˈpæn.əl
to cover or decorate with flat, usually rectangular pieces of wood, metal, cloth, etc.."
pants (adjective),"pænts
not useful or of bad quality."
paper (verb),"ˈpeɪ.pər
to cover a wall, room, etc. with wallpaper."
parade (verb),"pəˈreɪd
(of a group) to walk or march somewhere, usually as part of a public celebration."
parallel (adverb),"ˈpær.ə.lel
in a position that is always the same distance from something else."
parallel (verb),"ˈpær.ə.lel
to happen at the same time as something else, or be similar or equal to something else."
parallel (adjective),"ˈpær.ə.lel
If two or more lines, streets, etc. are parallel, the distance between them is the same all along their length."
parameter (noun),"pəˈræm.ɪ.tər
a set of facts or a fixed limit that establishes or limits how something can or must happen or be done."
parent (verb),"ˈpeə.rənt
to raise a child as their parent."
parental (adjective),"pəˈren.təl
relating to parents or to being a parent."
parish (noun),"ˈpær.ɪʃ
in some Christian denominations, an area cared for by one priest with its own church, or (in England) the smallest unit of local government."
parliamentary (adjective),"ˌpɑː.lɪˈmen.tər.i
of or relating to a parliament."
part (adjective),"pɑːt
not total or complete."
part (adverb),"pɑːt
partly."
partial (noun),"ˈpɑː.ʃəl
one part that makes up a complex musical note (= one that includes different sound waves); an overtone or a harmonic."
participation (noun),"pɑːˌtɪs.ɪˈpeɪ.ʃən
the fact that you take part or become involved in something."
particular (noun),"pəˈtɪk.jə.lər
details or information about a person or an event, especially when officially recorded."
partner (verb),"ˈpɑːt.nər
to act as someone's partner in a sport, game, dance, or activity, or to choose someone to do this."
partner (noun),"ˈpɑːt.nər
a person or organization you are closely involved with in some way."
party (verb),"ˈpɑː.ti
to enjoy yourself by drinking and dancing, especially at a party."
passing (noun),"ˈpɑː.sɪŋ
in sport, the act of kicking, throwing, or hitting the ball to someone in your own team."
passing (adjective),"ˈpɑː.sɪŋ
moving past."
pastor (noun),"ˈpɑː.stər
a religious leader in certain Protestant Churches."
patch (verb),"pætʃ
to connect electronic or phone equipment to a system."
patent (adjective),"ˈpeɪ.tənt
very obvious."
patent (verb),"ˈpeɪ.tənt
to get the official legal right to make or sell an invention."
patent (noun),"ˈpeɪ.tənt
the official legal right to make or sell an invention for a particular number of years."
pathway (noun),"ˈpɑːθ.weɪ
a track that a person can walk along."
patrol (verb),"pəˈtrəʊl
(especially of soldiers or the police) to go around an area or a building to see if there is any trouble or danger."
patrol (noun),"pəˈtrəʊl
the act of checking that there is no trouble or danger in a building or area."
patron (noun),"ˈpeɪ.trən
a person or group that supports an activity or organization, especially by giving money."
peak (adjective),"piːk
Peak times are the times when most people are using or doing something."
peak (verb),"piːk
to reach the highest, strongest, or best point, value, or level of skill."
pen (verb),"pen
to write something."
pencil (adjective),"ˈpen.səl
used to describe something that has been drawn with a pencil."
pencil (verb),"ˈpen.səl
to write something with a pencil."
people (noun),"ˈpiː.pəl
all the men, women, and children who live in a particular country, or who have the same culture or language."
per cent (noun),"pəˌsent ˈpɒz.ə.tɪv
the number of all tests for an illness that are positive (= show that someone has the illness), expressed as a number out of a hundred."
period (adjective),"ˈpɪə.ri.əd
the clothes or furniture of a particular time in history."
permanent (noun),"ˈpɜː.mə.nənt
a chemical process that makes your hair curly, or a hairstyle that is created in this way."
persistent (adjective),"pəˈsɪs.tənt
lasting for a long time or difficult to get rid of."
personal (noun),"ˈpɜː.sən.əl
the part of a newspaper or magazine that contains short advertisements and private messages."
pet (verb),"pet
If you pet an animal, child, etc., you touch it, him, or her gently and kindly with your hands."
pet (adjective),"pet
a theory, subject, hate, etc. that is special and important to you."
petition (verb),"pəˈtɪʃ.ən
to make a formal request for something, especially in a law court."
petition (noun),"pəˈtɪʃ.ən
a document signed by a large number of people demanding or asking for some action from the government or another authority."
phase (verb),"feɪz
to introduce something in stages over a particular period of time."
phrase (noun),"freɪz
a group of words that is part of, rather than the whole of, a sentence."
phrase (verb),"freɪz
to express something with a particular choice of words."
physical (noun),"ˈfɪz.ɪ.kəl
an examination of a person's body by a doctor in order to discover if that person is healthy, sometimes done before a person can be accepted for a particular job."
physician (noun),"fɪˈzɪʃ.ən
a medical doctor, especially one who has general skill and is not a surgeon."
pick (noun),"pɪk
choice."
pile (verb),"paɪl
to arrange objects into a pile."
pill (verb),"pɪl
If a piece of clothing or material pills, it develops small balls of threads on its surface.."
pilot (adjective),"ˈpaɪ.lət
A pilot plan, product, or system is used to test how good something is before introducing it."
pilot (verb),"ˈpaɪ.lət
to fly an aircraft."
pink (verb),"pɪŋk
When a car engine pinks, it makes a high knocking sound because the fuel is not burning correctly.."
pioneer (verb),"ˌpaɪəˈnɪər
to be one of the first people to do something."
pipe (verb),"paɪp
to speak or sing in a high voice."
pipeline (noun),"ˈpaɪp.laɪn
a very long large tube, often underground, through which liquid or gas can flow for long distances."
pirate (verb),"ˈpaɪ.rət
to illegally copy a computer program, music, a film, etc. and sell it."
pit (verb),"pɪt
US for
stone ."
pitch (verb),"pɪtʃ
to move or be moved suddenly, especially by throwing or being thrown."
placement (noun),"ˈpleɪs.mənt
a temporary position or job in an organization."
plain (adverb),"pleɪn
completely."
plain (noun),"pleɪn
a large area of flat land."
plane (adjective),"pleɪn
flat."
plane (verb),"pleɪn
to remove small strips of wood from a surface with a special tool."
plate (verb),"pleɪt
to cover a metal object with a thin layer of another metal, especially gold or silver."
pledge (verb),"pledʒ
to make a serious or formal promise to give or do something."
pledge (noun),"pledʒ
a serious or formal promise, especially one to give money or to be a friend, or something that you give as a sign that you will keep a promise."
plot (verb),"plɒt
to mark or draw something on a piece of paper or a map."
plug (verb),"plʌɡ
to advertise something by talking about it a lot or praising it, especially on the radio or television."
plunge (noun),"plʌndʒ
a sudden movement or fall forward, down, or into something."
plus (adjective),"plʌs
A plus number or amount is more than zero."
pocket (adjective),"ˈpɒk.ɪt
used to describe something that is small enough to put in your pocket, or that you regularly carry in your pocket."
pocket (verb),"ˈpɒk.ɪt
to put something into your pocket."
point (adjective),"pɔɪnt
relating to when a ballet dancer dances on their toes."
pointed (adjective),"ˈpɔɪn.tɪd
A pointed object has a thin, sharp end or becomes much narrower at one end."
police (verb),"pəˈliːs
to control or guard a public event or area by using members of the police or a similar force."
poll (verb),"pəʊl
When a person or a political party polls a particular number of votes in an election, they receive that number."
poll (noun),"pəʊl
a study in which people are asked for their opinions about a subject or person."
pool (verb),"puːl
to collect something such as money in order for it to be used by several different people or groups."
pop (adjective),"pɒp
enjoyed by many people and easy to understand."
portfolio (noun),"ˌpɔːtˈfəʊ.li.əʊ
a large, thin case used for carrying drawings, documents, etc.."
