word,answer
intact (adjective),"ɪnˈtækt
complete and in the original state."
intake (noun),"ˈɪn.teɪk
an act of taking in something, especially breath."
integral (noun),"ˈɪn.tɪ.ɡrəl
a number or function that gives the area under a curve on a graph between two points."
integral (adjective),"ˈɪn.tɪ.ɡrəl
necessary and important as a part of a whole."
integrate (verb),"ˈɪn.tɪ.ɡreɪt
to mix with and join society or a group of people, often changing to suit their way of life, habits, and customs."
integrated (adjective),"ˈɪn.tɪ.ɡreɪ.tɪd
with two or more things combined in order to become more effective."
integration (noun),"ˌɪn.tɪˈɡreɪ.ʃən
the action or process of successfully joining or mixing with a different group of people."
integrity (noun),"ɪnˈteɡ.rə.ti
the quality of being honest and having strong moral principles that you refuse to change."
intellectual (adjective),"ˌɪn.təlˈek.tʃu.əl
relating to your ability to think and understand things, especially complicated ideas."
intellectual (noun),"ˌɪn.təlˈek.tʃu.əl
a very educated person who is interested in complicated ideas and enjoys studying and careful thinking."
intelligence (noun),"ɪnˈtel.ɪ.dʒəns
the ability to learn, understand, and make judgments or have opinions that are based on reason."
intelligent (adjective),"ɪnˈtel.ɪ.dʒənt
showing intelligence, or able to learn and understand things easily."
intend (verb),"ɪnˈtend
to have as a plan or purpose."
intended (noun),"ɪnˈten.dɪd
the person that you are going to marry."
intense (adjective),"ɪnˈtens
extreme and forceful or (of a feeling) very strong."
intensify (verb),"ɪnˈten.sɪ.faɪ
to become greater, more serious, or more extreme, or to make something do this."
intensity (noun),"ɪnˈten.sə.ti
the quality of being felt strongly or having a very strong effect."
intensive (adjective),"ɪnˈten.sɪv
involving a lot of effort or activity in a short period of time."
intent (noun),"ɪnˈtent
the fact that you want and plan to do something."
intent (adjective),"ɪnˈtent
giving all your attention to something."
intention (noun),"ɪnˈten.ʃən
something that you want and plan to do."
interact (verb),"ˌɪn.təˈrækt
to communicate with or react to."
interaction (noun),"ˌɪn.təˈræk.ʃən
an occasion when two or more people or things communicate with or react to each other."
interactive (adjective),"ˌɪn.təˈræk.tɪv
An interactive system or computer program is designed to involve the user in the exchange of information."
interest (noun),"ˈɪn.trest
the feeling of wanting to give your attention to something or of wanting to be involved with and to discover more about something."
interest (verb),"ˈɪn.trəst
If someone or something interests you, you want to give that person or thing your attention and discover more about him, her, or it."
interested (adjective),"ˈɪn.tre.stɪd
wanting to give your attention to something and discover more about it."
interesting (adjective),"ˈɪn.tre.stɪŋ
Someone or something that is interesting keeps your attention because he, she, or it is unusual, exciting, or has a lot of ideas."
interface (verb),"ˈɪn.tə.feɪs
to connect two or more pieces of equipment, such as computers."
interface (noun),"ˈɪn.tə.feɪs
a connection between two pieces of electronic equipment, or between a person and a computer."
interfere (verb),"ˌɪn.təˈfɪər
to involve yourself in a situation when your involvement is not wanted or is not helpful."
interference (noun),"ˌɪn.təˈfɪə.rəns
an occasion when someone tries to interfere in a situation."
interim (adjective),"ˈɪn.tər.ɪm
temporary and intended to be used or accepted until something permanent exists."
interim (noun),"ˈɪn.tər.ɪm
in the time between two particular periods or events."
interior (noun),"ɪnˈtɪə.ri.ər
the inside part of something."
interior (adjective),"ɪnˈtɪə.ri.ər
inside."
intermediate (adjective),"ˌɪn.təˈmiː.di.ət
being between two other related things, levels, or points."
internal (adjective),"ɪnˈtɜː.nəl
inside the body."
international (noun),"ˌɪn.təˈnæʃ.ən.əl
a sports event involving more than one country, or a person who competes in it."
international (adjective),"ˌɪn.təˈnæʃ.ən.əl
involving more than one country."
internet (noun),"ˈɪn.tə.net
the large system of connected computers around the world that allows people to share information and communicate with each other."
interpret (verb),"ɪnˈtɜː.prɪt
to decide what the intended meaning of something is."
interpretation (noun),"ɪnˌtɜː.prəˈteɪ.ʃən
an explanation or opinion of what something means."
interrupt (verb),"ˌɪn.təˈrʌpt
to stop a person from speaking for a short period by something you say or do."
interval (noun),"ˈɪn.tə.vəl
a period between two events or times."
intervene (verb),"ˌɪn.təˈviːn
to intentionally become involved in a difficult situation in order to improve it or prevent it from getting worse."
intervention (noun),"ˌɪn.təˈven.ʃən
the action of becoming intentionally involved in a difficult situation, in order to improve it or prevent it from getting worse."
interview (verb),"ˈɪn.tə.vjuː
to ask someone questions in an interview."
interview (noun),"ˈɪn.tə.vjuː
a meeting in which someone asks you questions to see if you are suitable for a job or course."
intimate (adjective),"ˈɪn.tɪ.mət
having, or being likely to cause, a very close friendship or personal or sexual relationship."
intimate (noun),"ˈɪn.tɪ.mət
a friend you know very well."
into (preposition),"ˈɪn.tuː
to the inside or middle of a place, container, area, etc.."
intriguing (adjective),"ɪnˈtriː.ɡɪŋ
very interesting because of being unusual or mysterious."
introduce (verb),"ˌɪn.trəˈdʒuːs
to put something into use, operation, or a place for the first time."
introduction (noun),"ˌɪn.trəˈdʌk.ʃən
an occasion when something is put into use or brought to a place for the first time."
invade (verb),"ɪnˈveɪd
to enter a country by force with large numbers of soldiers in order to take possession of it."
invasion (noun),"ɪnˈveɪ.ʒən
an occasion when an army or country uses force to enter and take control of another country."
invent (verb),"ɪnˈvent
to design and/or create something that has never been made before."
invention (noun),"ɪnˈven.ʃən
something that has never been made before, or the process of creating something that has never been made before."
invest (verb),"ɪnˈvest
to put money, effort, time, etc. into something to make a profit or get an advantage."
investigate (verb),"ɪnˈves.tɪ.ɡeɪt
to examine a crime, problem, statement, etc. carefully, especially to discover the truth."
investigation (noun),"ɪnˌves.tɪˈɡeɪ.ʃən
the act or process of examining a crime, problem, statement, etc. carefully, especially to discover the truth."
investigator (noun),"ɪnˈves.tɪ.ɡeɪ.tər
a person whose job is to examine a crime, problem, statement, etc. in order to discover the truth."
investment (noun),"ɪnˈvest.mənt
the act of putting money, effort, time, etc. into something to make a profit or get an advantage, or the money, effort, time, etc. used to do this."
investor (noun),"ɪnˈves.tər
a person who puts money into something in order to make a profit or get an advantage."
invisible (adjective),"ɪnˈvɪz.ə.bəl
impossible to see."
invitation (noun),"ˌɪn.vɪˈteɪ.ʃən
the act of inviting someone to go to an event."
invite (noun),"ˈɪn.vaɪt
an invitation."
invite (verb),"ɪnˈvaɪt
to ask or request someone to go to an event."
invoke (verb),"ɪnˈvəʊk
to use a law in order to achieve something, or to mention something in order to explain something or to support your opinion or action."
involve (verb),"ɪnˈvɒlv
If an activity, situation, etc. involves something, that thing is a part of the activity, etc.."
involved (adjective),"ɪnˈvɒlvd
not simple and therefore difficult to understand."
involvement (noun),"ɪnˈvɒlv.mənt
the act or process of taking part in something."
iron (verb),"aɪən
to make clothes flat and smooth using an iron."
iron (noun),"aɪən
a chemical element that is a common greyish-coloured metal. It is strong, used in making steel, and exists in very small amounts in blood."
iron (adjective),"aɪən
very strong physically, mentally, or emotionally."
ironic (adjective),"aɪˈrɒn.ɪk
interesting, strange, or funny because of being very different from what you would usually expect."
ironically (adverb),"aɪˈrɒn.ɪ.kəl.i
in a way that is interesting, strange, or funny because of being very different from what you would expect."
irony (noun),"ˈaɪ.rə.ni
a situation in which something which was intended to have a particular result has the opposite or a very different result."
irrelevant (adjective),"ɪˈrel.ə.vənt
not related to what is being discussed or considered and therefore not important."
island (noun),"ˈaɪ.lənd
a piece of land completely surrounded by water."
isolate (verb),"ˈaɪ.sə.leɪt
to separate something from other things with which it is connected or mixed."
isolated (adjective),"ˈaɪ.sə.leɪ.tɪd
not near to other places."
isolation (noun),"ˌaɪ.səlˈeɪ.ʃən
the condition of being alone, especially when this makes you feel unhappy."
issue (noun),"ˈɪʃ.uː
a subject or problem that people are thinking and talking about."
issue (verb),"ˈɪʃ.uː
to produce or provide something official."
it (pronoun),"ɪt
used as the subject of a verb, or the object of a verb or preposition, to refer to a thing, animal, situation, or idea that has already been mentioned."
item (noun),"ˈaɪ.təm
something that is part of a list or group of things."
its (determiner),"ɪts
belonging to or relating to something that has already been mentioned."
itself (pronoun),"ɪtˈself
used when the subject of the verb is ""it"" and the object is the same thing, animal, situation, or idea."
jacket (noun),"ˈdʒæk.ɪt
a short coat."
jail (noun),"dʒeɪl
a place where criminals are kept to punish them for their crimes, or where people accused of crimes are kept while waiting for their trials."
jail (verb),"dʒeɪl
to put someone in a jail."
jam (noun),"dʒæm
a sweet, soft food made by cooking fruit with sugar to preserve it. It is eaten on bread."
jam (verb),"dʒæm
to be, or make something, unable to move."
january (noun),"ˈdʒæn.ju.ə.ri
the first month of the year, after December and before February."
jazz (noun),"dʒæz
a type of modern music originally developed by African-Americans, with a rhythm in which the strong notes often come before the beat. Jazz is usually improvised (= invented as it is played).."
jeans (noun),"dʒiːnz
trousers made of denim (= strong blue cotton cloth) that are worn informally."
jet (verb),"dʒet
to travel somewhere by plane."
jet (noun),"dʒet
an aircraft with a jet engine that is able to fly very fast."
jewellery (noun),"ˈdʒuː.əl.ri
decorative objects worn on your clothes or body that are usually made from valuable metals, such as gold and silver, and precious stones."
job (noun),"dʒɒb
the regular work that a person does to earn money."
join (verb),"dʒɔɪn
to connect or fasten things together."
join (noun),"dʒɔɪn
a place where two things meet or are fastened together."
joint (noun),"dʒɔɪnt
a place in your body where two bones are connected."
joint (verb),"dʒɔɪnt
to cut meat into large pieces ready for cooking."
joint (adjective),"dʒɔɪnt
belonging to or shared between two or more people."
joke (verb),"dʒəʊk
to say funny things."
joke (noun),"dʒəʊk
something, such as a funny story or trick, that is said or done in order to make people laugh."
journal (noun),"ˈdʒɜː.nəl
a serious magazine or newspaper that is published regularly about a particular subject."
journalism (noun),"ˈdʒɜː.nə.lɪ.zəm
the work of collecting, writing, and publishing news stories and articles in newspapers and magazines or broadcasting them on the radio and television."
journalist (noun),"ˈdʒɜː.nə.lɪst
a person who writes news stories or articles for a newspaper or magazine or broadcasts them on radio or television."
journey (noun),"ˈdʒɜː.ni
the act of travelling from one place to another, especially in a vehicle."
journey (verb),"ˈdʒɜː.ni
to travel somewhere."
joy (noun),"dʒɔɪ
great happiness."
judge (verb),"dʒʌdʒ
to form, give, or have as an opinion, or to decide about something or someone, especially after thinking carefully."
judge (noun),"dʒʌdʒ
a person who is in charge of a trial in a court and decides how a person who is guilty of a crime should be punished, or who makes decisions on legal matters."
judgement (noun),"ˈdʒʌdʒmənt
→ 
judgment ."
judicial (adjective),"dʒuːˈdɪʃ.əl
involving a law court."
juice (verb),"dʒuːs
to get the juice out of fruit or vegetables."
juice (noun),"dʒuːs
the liquid that comes from fruit or vegetables."
july (noun),"dʒuˈlaɪ
the seventh month of the year, after June and before August."
jump (verb),"dʒʌmp
to push yourself suddenly off the ground and into the air using your legs."
jump (noun),"dʒʌmp
a sudden movement off the ground and into the air."
junction (noun),"ˈdʒʌŋk.ʃən
a place where things, especially roads or railways, come together."
june (noun),"dʒuːn
the sixth month of the year, after May and before July."
junior (adjective),"ˈdʒuː.ni.ər
low or lower in rank."
junior (noun),"ˈdʒuː.ni.ər
someone who has a job at a low level within an organization."
jurisdiction (noun),"ˌdʒʊə.rɪsˈdɪk.ʃən
the authority of a court or official organization to make decisions and judgments ."
jury (noun),"ˈdʒʊə.ri
a group of people who have been chosen to listen to all the facts in a trial in a law court and to decide if a person is guilty or not guilty, or if a claim has been proved."
just (adverb),"dʒʌst
now, very soon, or very recently."
just (noun),"dʒʌst
people who behave in a morally correct way."
just (adjective),"dʒʌst
fair; morally correct."
justice (noun),"ˈdʒʌs.tɪs
fairness in the way people are dealt with."
justification (noun),"ˌdʒʌs.tɪ.fɪˈkeɪ.ʃən
a good reason or explanation for something."
justify (verb),"ˈdʒʌs.tɪ.faɪ
to give or to be a good reason for."
keen (verb),"kiːn
to make a loud, long, sad sound, especially because someone has died."
keen (adjective),"kiːn
very interested, eager, or wanting (to do) something very much."
keep (noun),"kiːp
the cost of providing food, heating, and other necessary things for someone."
keep (verb),"kiːp
to have or continue to have in your possession."
key (noun),"kiː
a piece of metal that has been cut into a special shape and is used for opening or closing a lock, starting a car engine, etc.."
key (adjective),"kiː
very important and having a lot of influence on other people or things."
key (verb),"kiː
to intentionally damage a car by scratching its paint using a key."
keyboard (noun),"ˈkiː.bɔːd
the set of keys on a computer or typewriter that you press in order to make it work ."
keyboard (verb),"ˈkiː.bɔːd
to put information into a computer using a keyboard."
kick (verb),"kɪk
to hit someone or something with the foot, or to move the feet and legs suddenly and violently."
kick (noun),"kɪk
the action of kicking something."
kid (noun),"kɪd
a child."
kid (verb),"kɪd
to say something as a joke, often making someone believe something that is not true."
kidnap (verb),"ˈkɪd.næp
to take a person away illegally by force, usually in order to demand money in exchange for releasing them."
kidnap (noun),"ˈkɪd.næp
the crime of taking someone away by force and demanding money in exchange for releasing them."
kidney (noun),"ˈkɪd.ni
either of a pair of small organs in the body that take away waste matter from the blood to produce urine."
kill (verb),"kɪl
to cause someone or something to die."
kill (noun),"kɪl
an animal or bird that has been hunted and killed, or the action of killing."
killing (noun),"ˈkɪl.ɪŋ
an occasion when a person is murdered."
killing (adjective),"ˈkɪl.ɪŋ
making you feel extremely tired."
kilometre (noun),"ˈkɪl.əˌmiː.tər
a unit of measurement equal to 1,000 metres."
kind (adjective),"kaɪnd
generous, helpful, and thinking about other people's feelings."
kind (noun),"kaɪnd
a group with similar characteristics, or a particular type."
king (noun),"kɪŋ
(the title of) a male ruler of a country, who holds this position because of his royal birth."
king (adjective),"kɪŋ
used as part of the name of something that is larger than the ordinary type."
kingdom (noun),"ˈkɪŋ.dəm
a country ruled by a king or queen."
kiss (verb),"kɪs
to touch with your lips, especially as a greeting, or to press your mouth onto another person's mouth in a sexual way."
kiss (noun),"kɪs
an act of kissing someone."
kit (noun),"kɪt
a set of things, such as tools or clothes, used for a particular purpose or activity."
kitchen (noun),"ˈkɪtʃ.ən
a room where food is kept, prepared, and cooked and where the dishes are washed."
knee (noun),"niː
the middle joint of the leg that allows the leg to bend."
knee (verb),"niː
to hit someone with your knee."
knife (verb),"naɪf
to attack someone using a knife."
knife (noun),"naɪf
a tool, usually with a metal blade and a handle, used for cutting and spreading food or other substances, or as a weapon."
knock (noun),"nɒk
a sudden short noise made when someone or something hits a surface."
knock (verb),"nɒk
to repeatedly hit something, producing a noise."
know (verb),"nəʊ
to have information in your mind."
know (noun),"nəʊ
to have knowledge about something that most people do not have."
knowledge (noun),"ˈnɒl.ɪdʒ
understanding of or information about a subject that you get by experience or study, either known by one person or by people generally."
lab (noun),"læb
a 
laboratory ."
label (noun),"ˈleɪ.bəl
a piece of paper or other material that gives you information about the object it is attached to."
label (verb),"ˈleɪ.bəl
to fasten a label to."
laboratory (noun),"ləˈbɒr.ə.tər.i
a room or building with scientific equipment for doing scientific tests or for teaching science, or a place where chemicals or medicines are produced."
labour (noun),"ˈleɪ.bər
practical work, especially when it involves hard physical effort."
labour (verb),"ˈleɪ.bər
to do hard physical work."
lack (verb),"læk
to not have or not have enough of something that is needed or wanted."
lack (noun),"læk
the fact that something is not available or that there is not enough of it."
lad (noun),"læd
a boy or young man."
ladder (verb),"ˈlæd.ər
If a pair of tights or a stocking ladders or if you ladder it, a long hole appears in it."
ladder (noun),"ˈlæd.ər
a piece of equipment used for climbing up and down, that consists of two vertical bars or pieces of rope joined to each other by a set of horizontal steps."
lady (noun),"ˈleɪ.di
a polite or old-fashioned way of referring to or talking to a woman."
lake (noun),"leɪk
a large area of water surrounded by land and not connected to the sea except by rivers or streams."
lamp (noun),"læmp
a device for giving light, especially one that has a covering or is contained within something."
lamp (verb),"læmp
to punch someone (= hit them with your closed hand) hard."
land (noun),"lænd
the surface of the earth that is not covered by water."
land (verb),"lænd
to (cause to) arrive on the ground or other surface after moving down through the air."
landing (noun),"ˈlæn.dɪŋ
the fact of an aircraft arriving on the ground or a boat reaching land."
landlord (noun),"ˈlænd.lɔːd
a person or organization that owns a building or an area of land and is paid by other people for the use of it."
landmark (noun),"ˈlænd.mɑːk
a building or place that is easily recognized, especially one that you can use to judge where you are."
landscape (noun),"ˈlænd.skeɪp
a large area of land, especially in relation to its appearance."
landscape (verb),"ˈlænd.skeɪp
to make a garden, park, or other area of land more attractive by adding different features, plants, etc.."
landscape (adjective),"ˈlænd.skeɪp
A landscape document is to be printed with the longer side of the paper at the top and bottom.."
lane (noun),"leɪn
a narrow road in the countryside or in a town."
language (noun),"ˈlæŋ.ɡwɪdʒ
a system of communication consisting of sounds, words, and grammar."
lap (verb),"læp
to go past someone in a race who has been round the track one less time than you."
lap (noun),"læp
the top surface of the upper part of the legs of a person who is sitting down."
laptop (noun),"ˈlæp.tɒp
a computer that is small enough to be carried around easily and is flat when closed."
large (adjective),"lɑːdʒ
big in size or amount."
large (verb),"lɑːdʒ
enjoying yourself very much by dancing and drinking alcohol."
large-scale (adjective),"ˌlɑːdʒˈskeɪl
involving many people or things, or happening over a large area."
largely (adverb),"ˈlɑːdʒ.li
almost completely."
laser (noun),"ˈleɪ.zər
(a device that produces) a powerful, narrow beam of light that can be used as a tool to cut metal, to perform medical operations, or to create patterns of light for entertainment."
last (verb),"lɑːst
to continue to exist."
last (adjective),"lɑːst
(being) the only one or part that is left."
last (adjective),"lɑːst
(the person or thing) after everyone or everything else."
last (adjective),"lɑːst
(being) the most recent or the one before the present one."
late (adjective),"leɪt
(happening or being) near the end of a period of time."
late (adjective),"leɪt
used to refer to someone who has died."
lately (adverb),"ˈleɪt.li
recently."
later (exclamation),"ˈleɪ.tər
a way of saying goodbye."
later (adjective),"ˈleɪ.tər
happening at a time in the future, or after the time you have mentioned."
later (adverb),"ˈleɪ.tər
at a time in the future or after the time you have mentioned."
latest (adjective),"ˈleɪ.tɪst
newest or most recent or modern."
latest (noun),"ˈleɪ.tɪst
the most recent news or technical development."
latter (adjective),"ˈlæt.ər
near or towards the end of something."
latter (noun),"ˈlæt.ər
the second of two people, things, or groups previously mentioned."
laugh (verb),"lɑːf
to smile while making sounds with your voice that show you think something is funny or you are happy."
laugh (noun),"lɑːf
the act or sound of laughing."
laughter (noun),"ˈlɑːf.tər
the act or sound of laughing."
launch (verb),"lɔːntʃ
to begin something such as a plan or introduce something new such as a product."
launch (noun),"lɔːntʃ
an event to celebrate or introduce something new."
law (noun),"lɔː
a rule, usually made by a government, that is used to order the way in which a society behaves."
lawn (noun),"lɔːn
an area of grass, especially near to a house or in a park, that is cut regularly to keep it short."
lawsuit (noun),"ˈlɔː.suːt
a problem taken to a law court by an ordinary person or an organization rather than the police in order to obtain a legal decision."
lawyer (noun),"ˈlɔɪ.ər
someone whose job is to give advice to people about the law and speak for them in court."
lay (verb),"leɪ
to put something in especially a flat or horizontal position, usually carefully or for a particular purpose."
lay (noun),"leɪ
used to describe how good someone is at sex, or how often they have sex."
lay (adjective),"leɪ
not trained in or not having a detailed knowledge of a particular subject."
layer (verb),"ˈleɪ.ər
to arrange something in layers."
layer (noun),"ˈleɪ.ər
a level of material, such as a type of rock or gas, that is different from the material above or below it, or a thin sheet of a substance."
layout (noun),"ˈleɪ.aʊt
the way that something is arranged."
lazy (adjective),"ˈleɪ.zi
not willing to work or use any effort."
lead (adjective),"liːd
used to describe the main performer or part in a performance."
lead (noun),"liːd
a winning position during a race or other situation where people are competing."
lead (verb),"liːd
to control a group of people, a country, or a situation."
leader (noun),"ˈliː.dər
a person in control of a group, country, or situation."
leadership (noun),"ˈliː.də.ʃɪp
the set of characteristics that make a good leader."
leading (adjective),"ˈliː.dɪŋ
very important or most important."
leaf (noun),"liːf
one of the flat, usually green parts of a plant that are joined at one end to the stem or branch."
leaflet (noun),"ˈliː.flət
a piece of paper that gives you information or advertises something."
leaflet (verb),"ˈliː.flət
to give out leaflets to people."
league (noun),"liːɡ
a group of teams playing a sport who take part in competitions between each other."
leak (verb),"liːk
(of a liquid or gas) to escape from a hole or crack in a pipe or container; (of a container) to allow liquid or gas to escape."
leak (noun),"liːk
a hole or crack through which a liquid or gas can flow out of a container, or the liquid or gas that comes out."
lean (adjective),"liːn
Lean meat has little fat.."
lean (verb),"liːn
to (cause to) slope in one direction, or to move the top part of the body in a particular direction."
leap (noun),"liːp
a big change, increase, or improvement."
leap (verb),"liːp
to make a large jump or sudden movement, usually from one place to another."
learn (verb),"lɜːn
to get knowledge or skill in a new subject or activity."
learning (noun),"ˈlɜː.nɪŋ
the activity of obtaining knowledge."
least (adverb),"liːst
less than anything or anyone else; the smallest amount or number."
leather (noun),"ˈleð.ər
animal skin treated in order to preserve it, and used to make shoes, bags, clothes, equipment, etc.."
leave (noun),"liːv
time allowed away from work for a holiday or illness."
leave (verb),"liːv
to go away from someone or something, for a short time or permanently."
lecture (noun),"ˈlek.tʃər
a formal talk on a serious subject given to a group of people, especially students."
lecture (verb),"ˈlek.tʃər
to give a formal talk to a group of people, often at a college or university."
left (adjective),"left
on or towards the side of your body that is to the west when you are facing north."
left (adjective),"left
relating to political groups that believe wealth and power should be shared between all parts of society."
left (noun),"left
the left side."
left (verb),"left
past simple and past participle of
leave ."
leg (verb),"leɡ
to run away especially in order to escape from something."
leg (noun),"leɡ
one of the parts of the body of a human or animal that is used for standing or walking."
legacy (noun),"ˈleɡ.ə.si
money or property that you receive from someone after they die."
legal (adjective),"ˈliː.ɡəl
connected with the law."
legend (noun),"ˈledʒ.ənd
a very old story or set of stories from ancient times, or the stories, not always true, that people tell about a famous event or person."
legendary (adjective),"ˈledʒ.ən.dri
very famous and admired or spoken about."
legislation (noun),"ˌledʒ.ɪˈsleɪ.ʃən
a law or set of laws suggested by a government and made official by a parliament."
legislative (adjective),"ˈledʒ.ɪ.slə.tɪv
relating to laws or the making of laws."
legislature (noun),"ˈledʒ.ɪ.slə.tʃʊər
the group of people in a country or part of a country who have the power to make and change laws."
legitimate (verb),"ləˈdʒɪt.ə.məɪt
to make something legal or acceptable."
legitimate (adjective),"ləˈdʒɪt.ə.mət
allowed by law."
leisure (noun),"ˈleʒ.ər
the time when you are not working or doing other duties."
lemon (noun),"ˈlem.ən
an oval fruit that has a thick, yellow skin and sour juice, or the small tree on which this fruit grows."
lemon (adjective),"ˈlem.ən
of a pale yellow colour."
lend (verb),"lend
to give something to someone for a short period of time, expecting it to be given back."
length (noun),"leŋθ
the measurement of something from end to end or along its longest side."
lengthy (adjective),"ˈleŋ.θi
continuing for a long time."
lens (noun),"lenz
a curved piece of glass, plastic, or other transparent material, used in cameras, glasses, and scientific equipment, that makes objects seem closer, larger, smaller, etc.."
lesbian (noun),"ˈlez.bi.ən
a woman who is sexually or romantically attracted to other women and not to people of other genders."
lesbian (adjective),"ˈlez.bi.ən
belonging or relating to women who are sexually or romantically attracted to other women and not to people of other genders."
less (preposition),"les
→ 
minus ."
less (determiner),"les
a smaller amount (of), or to a smaller degree."
lesser (adjective),"ˈles.ər
used to describe something that is not as great in size, amount, or importance as something else."
lesson (noun),"ˈles.ən
a period of time in which a person is taught about a subject or how to do something."
let (verb),"let
to allow something to happen or someone to do something by not doing anything to stop an action or by giving your permission."
let (adverb),"let
used after a negative statement to emphasize how unlikely a situation is because something much more likely has never happened."
let (noun),"let
(in tennis or similar games) a situation in which the ball touches the net as it crosses it, so that you have to play the point again."
lethal (adjective),"ˈliː.θəl
able to cause or causing death; extremely dangerous."
letter (noun),"ˈlet.ər
a written message from one person to another, usually put in an envelope and sent by post."
letter (verb),"ˈlet.ər
If a student letters in a particular sport, they are given a prize for achievement in sport in the shape of the first letter of the name of their high school or university, which is often worn on a special jacket or sweater."
letter (adjective),"ˈlet.ər
used to refer to a standard size of paper in the US, 8.5 inches by 11 inches."
level (noun),"ˈlev.əl
the height of something."
level (adjective),"ˈlev.əl
at the same height."
level (verb),"ˈlev.əl
to make a surface flat."
liable (adjective),"ˈlaɪ.ə.bəl
having (legal) responsibility for something or someone."
liberal (adjective),"ˈlɪb.ər.əl
respecting and allowing many different types of beliefs or behaviour."
liberal (noun),"ˈlɪb.ər.əl
someone who respects many different types of beliefs or behaviour."
liberation (noun),"ˌlɪb.ərˈeɪ.ʃən
an occasion when something or someone is released or made free."
liberty (noun),"ˈlɪb.ə.ti
the freedom to live as you wish or go where you want."
library (noun),"ˈlaɪ.brər.i
a building, room, or organization that has a collection of books, documents, music, and sometimes things such as tools or artwork, for people to borrow, usually without payment."
licence (noun),"ˈlaɪ.səns
an official document that gives you permission to own, do, or use something, usually after you have paid money and/or taken a test."
licence (verb),"ˈlaɪ.səns
another spelling of 
license ."
license (verb),"ˈlaɪ.səns
to give someone official permission to do or have something."
license (noun),"ˈlaɪ.səns
US spelling of 
licence ."
lie (verb),"laɪ
to be in or move into a horizontal position on a surface."
lie (noun),"laɪ
something you say that you know is not true."
life (noun),"laɪf
the period between birth and death, or the experience or state of being alive."
lifelong (adjective),"ˈlaɪf.lɒŋ
lasting for the whole of a person's life."
lifestyle (noun),"ˈlaɪf.staɪl
someone's way of living; the things that a person or particular group of people usually do."
lifetime (noun),"ˈlaɪf.taɪm
the period of time during which someone lives or something exists."
lift (noun),"lɪft
a device like a box that moves up and down, carrying people or goods from one floor of a building to another or taking people up and down underground in a mine."
lift (verb),"lɪft
to move something from a lower to a higher position."
light (noun),"laɪt
the brightness that comes from the sun, fire, etc. and from electrical devices, and that allows things to be seen."
light (adjective),"laɪt
not weighing a lot."
light (verb),"laɪt
to start to burn or to make something start to burn."
lighting (noun),"ˈlaɪ.tɪŋ
the arrangement of lights used in a room, house, theatre, etc.."
like (adjective),"laɪk
similar to, or the same as, something else."
like (noun),"laɪk
a person, thing, or group similar in character or quality to the one mentioned."
like (adverb),"laɪk
used before you describe how you were feeling or what you said when something happened to you."
like (preposition),"laɪk
typical or characteristic of."
like (preposition),"laɪk
similar to; in the same way or manner as."
like (verb),"laɪk
to enjoy or approve of something or someone."
likelihood (noun),"ˈlaɪ.kli.hʊd
the chance that something will happen."
likely (adverb),"ˈlaɪ.kli
probably."
likely (adjective),"ˈlaɪ.kli
If something is likely, it will probably happen or is expected."
likewise (adverb),"ˈlaɪk.waɪz
in the same way."
limb (noun),"lɪm
an arm or leg of a person or animal."
limit (verb),"ˈlɪm.ɪt
to control something so that it is not greater than a particular amount, number, or level."
limit (noun),"ˈlɪm.ɪt
the greatest amount, number, or level of something that is either possible or allowed."
limitation (noun),"ˌlɪm.ɪˈteɪ.ʃən
the act of controlling and especially reducing something."
limited (adjective),"ˈlɪm.ɪ.tɪd
small in amount or number."
line (verb),"laɪn
to form a row along the side of something."
line (noun),"laɪn
a long, thin mark on the surface of something."
linear (adjective),"ˈlɪn.i.ər
consisting of relating to lines or length."
linger (verb),"ˈlɪŋ.ɡər
to take a long time to leave or disappear."
link (verb),"lɪŋk
to make a connection between two or more people, things, or ideas."
link (noun),"lɪŋk
a connection between two people, things, or ideas."
lion (noun),"ˈlaɪ.ən
a large wild animal of the cat family with yellowish-brown fur that lives in Africa and southern Asia."
lip (noun),"lɪp
one of the two soft parts that form the upper and lower edges of the mouth."
liquid (noun),"ˈlɪk.wɪd
a substance, such as water, that is not solid or a gas and that can be poured easily."
liquid (adjective),"ˈlɪk.wɪd
in the form of a liquid."
list (noun),"lɪst
a record of short pieces of information, such as people's names, usually written or printed with a single thing on each line and often ordered in a way that makes a particular thing easy to find."
list (verb),"lɪst
to make a list, or to include something in a list."
listen (noun),"ˈlɪs.ən
the act of listening to something."
listen (verb),"ˈlɪs.ən
to give attention to someone or something in order to hear him, her, or it."
listener (noun),"ˈlɪs.ən.ər
someone who listens."
listing (noun),"ˈlɪs.tɪŋ
a list of information that is published regularly, or an item on this list."
literacy (noun),"ˈlɪt.ər.ə.si
the ability to read and write."
literally (adverb),"ˈlɪt.ər.əl.i
using the real or original meaning of a word or phrase."
literary (adjective),"ˈlɪt.ər.ər.i
relating to literature (= written artistic works, especially those with a high and lasting artistic value)."
literature (noun),"ˈlɪt.rə.tʃər
written artistic works, especially those with a high and lasting artistic value."
litre (noun),"ˈliː.tər
a unit for measuring the volume of a liquid or a gas, equal to 1,000 cubic centimetres."
litter (noun),"ˈlɪt.ər
small pieces of rubbish that have been left lying on the ground in public places."
