word,answer
lane (noun),"leɪn
a narrow road in the countryside or in a town."
lap (noun),"læp
the top surface of the upper part of the legs of a person who is sitting down."
largely (adverb),"ˈlɑːdʒ.li
almost completely."
laser (noun),"ˈleɪ.zər
(a device that produces) a powerful, narrow beam of light that can be used as a tool to cut metal, to perform medical operations, or to create patterns of light for entertainment."
later (adjective),"ˈleɪ.tər
happening at a time in the future, or after the time you have mentioned."
latter (adjective),"ˈlæt.ər
near or towards the end of something."
latter (noun),"ˈlæt.ər
the second of two people, things, or groups previously mentioned."
launch (verb),"lɔːntʃ
to begin something such as a plan or introduce something new such as a product."
layer (noun),"ˈleɪ.ər
a level of material, such as a type of rock or gas, that is different from the material above or below it, or a thin sheet of a substance."
lead (noun),"liːd
a winning position during a race or other situation where people are competing."
lead (verb),"liːd
to control a group of people, a country, or a situation."
leading (adjective),"ˈliː.dɪŋ
very important or most important."
leaflet (noun),"ˈliː.flət
a piece of paper that gives you information or advertises something."
leak (verb),"liːk
(of a liquid or gas) to escape from a hole or crack in a pipe or container; (of a container) to allow liquid or gas to escape."
leak (noun),"liːk
a hole or crack through which a liquid or gas can flow out of a container, or the liquid or gas that comes out."
lean (verb),"liːn
to (cause to) slope in one direction, or to move the top part of the body in a particular direction."
learning (noun),"ˈlɜː.nɪŋ
the activity of obtaining knowledge."
legal (adjective),"ˈliː.ɡəl
connected with the law."
legend (noun),"ˈledʒ.ənd
a very old story or set of stories from ancient times, or the stories, not always true, that people tell about a famous event or person."
level (noun),"ˈlev.əl
the height of something."
liberty (noun),"ˈlɪb.ə.ti
the freedom to live as you wish or go where you want."
lifestyle (noun),"ˈlaɪf.staɪl
someone's way of living; the things that a person or particular group of people usually do."
lifetime (noun),"ˈlaɪf.taɪm
the period of time during which someone lives or something exists."
lighting (noun),"ˈlaɪ.tɪŋ
the arrangement of lights used in a room, house, theatre, etc.."
like (preposition),"laɪk
typical or characteristic of."
limit (verb),"ˈlɪm.ɪt
to control something so that it is not greater than a particular amount, number, or level."
link (verb),"lɪŋk
to make a connection between two or more people, things, or ideas."
link (noun),"lɪŋk
a connection between two people, things, or ideas."
list (verb),"lɪst
to make a list, or to include something in a list."
literally (adverb),"ˈlɪt.ər.əl.i
using the real or original meaning of a word or phrase."
literary (adjective),"ˈlɪt.ər.ər.i
relating to literature (= written artistic works, especially those with a high and lasting artistic value)."
litter (noun),"ˈlɪt.ər
small pieces of rubbish that have been left lying on the ground in public places."
liver (noun),"ˈlɪv.ər
a large organ in the body that cleans the blood and produces bile, or this organ from an animal used as meat."
living (adjective),"ˈlɪv.ɪŋ
alive now."
living (noun),"ˈlɪv.ɪŋ
the money that you earn from your job."
load (verb),"ləʊd
to put a lot of things into a vehicle or machine."
load (noun),"ləʊd
the amount of weight carried, especially by a vehicle, a structure such as a bridge, or an animal."
lock (verb),"lɒk
to put something in a safe place and fasten the lock."
logical (adjective),"ˈlɒdʒ.ɪ.kəl
using reason."
long-term (adjective),"ˌlɒŋˈtɜːm
continuing a long time into the future."
loose (adjective),"luːs
not firmly held or fastened in place."
loss (noun),"lɒs
the fact that you no longer have something or have less of something."
lower (verb),"ˈləʊ.ər
to move something into a low position."
loyal (adjective),"ˈlɔɪ.əl
firm and not changing in your friendship with or support for a person or an organization, or in your belief in your principles."
loyalty (noun),"ˈlɔɪ.əl.ti
the quality of being loyal."
lung (noun),"lʌŋ
either of the two organs in the chest with which people and some animals breathe."
magical (adjective),"ˈmædʒ.ɪ.kəl
produced by or using magic."
maintain (verb),"meɪnˈteɪn
to continue to have; to keep in existence, or not allow to become less."
maintenance (noun),"ˈmeɪn.tən.əns
the work needed to keep a road, building, machine, etc. in good condition."
major (adjective),"ˈmeɪ.dʒər
more important, bigger, or more serious than others of the same type."
major (verb),"ˈmeɪ.dʒər
to study something as your main subject at college or university."
majority (noun),"məˈdʒɒr.ə.ti
the larger number or part of something."
male (noun),"meɪl
a boy, man, or male animal."
management (noun),"ˈmæn.ɪdʒ.mənt
the control and organization of something."
manner (noun),"ˈmæn.ər
the way in which something is done."
manufacture (verb),"ˌmæn.jəˈfæk.tʃər
to produce goods in large numbers, usually in a factory using machines."
manufacturing (noun),"ˌmæn.jəˈfæk.tʃə.rɪŋ
the business of producing goods in large numbers."
marathon (noun),"ˈmær.ə.θən
a running race of slightly over 26 miles (42.195 kilometres)."
mark (noun),"mɑːk
a small area on the surface of something that is damaged, dirty, or different in some way."
mark (verb),"mɑːk
to correct mistakes in and give points for a piece of work."
marketing (noun),"ˈmɑː.kɪ.tɪŋ
a job that involves encouraging people to buy a product or service."
mask (noun),"mɑːsk
a covering for all or part of the face that protects, hides, or decorates the person wearing it."
mass (noun),"mæs
a large amount of something that has no particular shape or arrangement."
massive (adjective),"ˈmæs.ɪv
very large in size, amount, or number."
master (noun),"ˈmɑː.stər
the person who owns, cares for, and controls an animal."
material (noun),"məˈtɪə.ri.əl
a physical substance that things can be made from."
mathematical (adjective),"ˌmæθ.əmˈæt.ɪ.kəl
relating to mathematics."
matter (noun),"ˈmæt.ər
a situation or subject that is being dealt with or considered."
matter (verb),"ˈmæt.ər
to be important, or to affect what happens."
mature (adjective),"məˈtʃʊər
Mature people behave like adults in a way that shows they are well developed emotionally."
mayor (noun),"meər
a person who is elected or chosen to lead the group who governs a town or city."
mean (adjective),"miːn
not willing to give or share things, especially money."
meaningful (adjective),"ˈmiː.nɪŋ.fəl
intended to show meaning, often secretly."
means (noun),"miːnz
a method or way of doing something."
meantime (noun),"ˈmiːn.taɪm
until something expected happens, or while something else is happening."
measure (noun),"ˈmeʒ.ər
a way of achieving something, or a method for dealing with a situation."
measure (verb),"ˈmeʒ.ər
to discover the exact size or amount of something."
mechanical (adjective),"məˈkæn.ɪ.kəl
operated by a machine, or connected with machines or their parts."
medal (noun),"ˈmed.əl
a small metal disc, with words or a picture on it, given as a reward for a brave action, for winning a competition, or to remember a special event."
medical (adjective),"ˈmed.ɪ.kəl
related to the treatment of illness and injuries."
medieval (adjective),"ˌmed.ˈiː.vəl
related to the Middle Ages (= the period in European history from about AD 600 to AD 1500)."
melt (verb),"melt
to turn from something solid into something soft or liquid, or to cause something to do this."
memorable (adjective),"ˈmem.ər.ə.bəl
likely to be remembered or worth remembering."
mental (adjective),"ˈmen.təl
relating to the mind, or involving the process of thinking."
mention (noun),"ˈmen.ʃən
a short remark or written statement."
mere (adjective),"mɪər
used to emphasize that something is not large or important."
merely (adverb),"ˈmɪə.li
used to emphasize that you mean exactly what you are saying and nothing more."
middle (adjective),"ˈmɪd.əl
in a central position."
military (adjective),"ˈmɪl.ɪ.tər.i
relating to or belonging to the armed forces."
mine (noun),"maɪn
a hole or system of holes in the ground where substances such as coal, metal, and salt are removed."
minister (noun),"ˈmɪn.ɪ.stər
a member of the government in Britain and many other countries who is in charge of a particular department or has an important position in it."
minor (adjective),"ˈmaɪ.nər
having little importance, influence, or effect, especially when compared with other things of the same type."
minority (noun),"maɪˈnɒr.ə.ti
a smaller number or part."
miracle (noun),"ˈmɪr.ə.kəl
an unusual and mysterious event that is thought to have been caused by a god because it does not follow the usual laws of nature."
misery (noun),"ˈmɪz.ər.i
great unhappiness."
misleading (adjective),"ˌmɪsˈliː.dɪŋ
causing someone to believe something that is not true."
mixture (noun),"ˈmɪks.tʃər
a substance made from a combination of different substances, or any combination of different things."
modest (adjective),"ˈmɒd.ɪst
not large in size or amount, or not expensive."
monitor (noun),"ˈmɒn.ɪ.tər
a person who has the job of watching or noticing particular things."
monument (noun),"ˈmɒn.jə.mənt
a structure or building that is built to honour a special person or event."
moral (adjective),"ˈmɒr.əl
relating to the standards of good or bad behaviour, fairness, honesty, etc. that each person believes in, rather than to laws."
moreover (adverb),"ˌmɔːˈrəʊ.vər
(used to add information) also and more importantly."
motivation (noun),"ˌməʊ.tɪˈveɪ.ʃən
enthusiasm for doing something."
motive (noun),"ˈməʊ.tɪv
a reason for doing something."
motor (noun),"ˈməʊ.tər
a device that changes electricity or fuel into movement and makes a machine work."
motorist (noun),"ˈməʊ.tər.ɪst
a person who drives a car."
movement (noun),"ˈmuːv.mənt
a change of position."
mud (noun),"mʌd
earth that has been mixed with water."
muscle (noun),"ˈmʌs.əl
one of many tissues in the body that can tighten and relax to produce movement."
musical (noun),"ˈmjuː.zɪ.kəl
a play or film in which part of the story is sung to music."
mysterious (adjective),"mɪˈstɪə.ri.əs
strange, not known, or not understood."
myth (noun),"mɪθ
an ancient story or set of stories, especially explaining the early history of a group of people or about natural events and facts."
nail (noun),"neɪl
a small, thin piece of metal with one pointed end and one flat end that you hit into something with a hammer, especially in order to fasten or join it to something else."
naked (adjective),"ˈneɪ.kɪd
not covered by clothes."
nation (noun),"ˈneɪ.ʃən
a country, especially when thought of as a large group of people living in one area with their own government, language, traditions, etc.."
nationwide (adverb),"ˌneɪ.ʃənˈwaɪd
in all parts of a particular country."
nationwide (adjective),"ˌneɪ.ʃənˈwaɪd
existing or happening in all parts of a particular country."
native (adjective),"ˈneɪ.tɪv
relating to or describing someone's country or place of birth or someone who was born in a particular country or place."
necessarily (adverb),"ˈnes.ə.ser.ɪl.i
used in negatives to mean ""in every case"" or ""therefore""."
need (noun),"niːd
the state of having to have something that you do not have, especially something that you must have so that you can have a satisfactory life."
needle (noun),"ˈniː.dəl
a thin metal pin, used in sewing, that is pointed at one end and has a hole called an eye at the other end for thread."
negative (adjective),"ˈneɡ.ə.tɪv
expressing ""no""."
neighbouring (adjective),"ˈneɪ.bər.ɪŋ
Neighbouring places are next to or near each other."
neither (determiner),"ˈnaɪ.ðər
not either of two things or people."
network (noun),"ˈnet.wɜːk
a large system consisting of many similar parts that are connected together to allow movement or communication between or along the parts, or between the parts and a control centre."
nevertheless (adverb),"ˌnev.ə.ðəˈles
despite what has just been said or referred to."
newly (adverb),"ˈnjuː.li
recently."
nod (verb),"nɒd
to move your head down and then up, sometimes several times, especially to show agreement, approval, or greeting, or to show something by doing this."
nonsense (noun),"ˈnɒn.səns
an idea, something said or written, or behaviour that is silly or stupid."
normally (adverb),"ˈnɔː.mə.li
If something happens normally, it happens in the usual or expected way."
novelist (noun),"ˈnɒv.əl.ɪst
a person who writes novels."
now (conjunction),"naʊ
used to give an explanation of a new situation."
nuclear (adjective),"ˈnjuː.klɪər
being or using the power produced when the nucleus of an atom is divided or joined to another nucleus."
nursery (noun),"ˈnɜː.sər.i
a place where young children and babies are taken care of while their parents are at work."
nut (noun),"nʌt
the dry fruit of particular trees that grows in a hard shell and can often be eaten."
obey (verb),"əʊˈbeɪ
to act according to what you have been asked or ordered to do by someone in authority, or to behave according to a rule, law, or instruction."
object (verb),"əbˈdʒekt
to feel or express opposition to or dislike of something or someone."
objection (noun),"əbˈdʒek.ʃən
the act of expressing or feeling opposition to or dislike of something or someone."
objective (noun),"əbˈdʒek.tɪv
something that you plan to do or achieve."
objective (adjective),"əbˈdʒek.tɪv
based on real facts and not influenced by personal beliefs or feelings."
obligation (noun),"ˌɒb.lɪˈɡeɪ.ʃən
the fact that you are obliged to do something."
observation (noun),"ˌɒb.zəˈveɪ.ʃən
the act of observing something or someone."
observe (verb),"əbˈzɜːv
to watch carefully the way something happens or the way someone does something, especially in order to learn more about it."
obsession (noun),"əbˈseʃ.ən
something or someone that you think about all the time."
obtain (verb),"əbˈteɪn
to get something, especially by asking for it, buying it, working for it, or producing it from something else."
occasion (noun),"əˈkeɪ.ʒən
a particular time, especially when something happens or has happened."
occasionally (adverb),"əˈkeɪ.ʒən.əl.i
sometimes but not often."
occupy (verb),"ˈɒk.jə.paɪ
to fill, exist in, or use a place or period of time."
occur (verb),"əˈkɜːr
(especially of accidents and other unexpected events) to happen."
odd (adjective),"ɒd
strange or unexpected."
offence (noun),"əˈfens
an illegal act; a crime."
offend (verb),"əˈfend
to make someone upset or angry."
offender (noun),"əˈfen.dər
a person who is guilty of a crime."
offensive (adjective),"əˈfen.sɪv
causing offence."
officer (noun),"ˈɒf.ɪ.sər
a person in the armed forces who has a position of authority."
once (conjunction),"wʌns
as soon as, or from the moment when."
open (verb),"ˈəʊ.pən
to (cause to) begin."
operate (verb),"ˈɒp.ər.eɪt
to (cause to) work, be in action or have an effect."
operator (noun),"ˈɒp.ər.eɪ.tər
someone whose job is to use and control a machine or vehicle."
opponent (noun),"əˈpəʊ.nənt
a person who disagrees with something and speaks against it or tries to change it."
oppose (verb),"əˈpəʊz
to disagree with something or someone, often by speaking or fighting against it, him, or her."
opposite (adjective),"ˈɒp.ə.zɪt
completely different."
optimistic (adjective),"ˌɒp.tɪˈmɪs.tɪk
hoping or believing that good things will happen in the future."
oral (adjective),"ˈɔː.rəl
spoken and not written."
organic (adjective),"ɔːˈɡæn.ɪk
not using artificial chemicals in the growing of plants and animals for food and other products."
organized (adjective),"ˈɔː.ɡən.aɪzd
arranged according to a particular system."
organizer (noun),"ˈɔː.ɡən.aɪ.zər
the person or group who plans and arranges an event or activity."
origin (noun),"ˈɒr.ɪ.dʒɪn
the beginning or cause of something."
original (noun),"əˈrɪdʒ.ən.əl
the first one made and not a copy."
originally (adverb),"əˈrɪdʒ.ən.əl.i
first of all."
outer (adjective),"ˈaʊ.tər
at a greater distance from the centre."
outside (noun),"ˌaʊtˈsaɪd
the outer part or side of something."
outstanding (adjective),"ˌaʊtˈstæn.dɪŋ
clearly very much better than what is usual."
overall (adverb),"ˌəʊ.vəˈrɔːl
in general rather than in particular, or including all the people or things in a particular group or situation."
overcome (verb),"ˌəʊ.vəˈkʌm
to defeat or succeed in controlling or dealing with something."
overlook (verb),"ˌəʊ.vəˈlʊk
to provide a view of, especially from above."
overseas (adjective),"ˌəʊ.vəˈsiːz
in, from, or to other countries."
oxygen (noun),"ˈɒk.sɪ.dʒən
a chemical element that is a gas with no smell or colour. Oxygen forms a large part of the air on earth, and is needed by animals and plants to live.."
pace (noun),"peɪs
the speed at which someone or something moves, or with which something happens or changes."
pack (noun),"pæk
a group, set, or collection of something."
package (noun),"ˈpæk.ɪdʒ
an object or set of objects wrapped in paper, usually in order to be sent by post."
pale (adjective),"peɪl
used to describe a person's face or skin if it has less colour than usual, for example when the person is or ill or frightened, or if it has less colour than people generally have."
panic (noun),"ˈpæn.ɪk
a sudden strong feeling of fear that prevents reasonable thought and action."
panic (verb),"ˈpæn.ɪk
to suddenly feel so worried or frightened that you cannot think or behave calmly or reasonably."
parade (noun),"pəˈreɪd
a large number of people walking or in vehicles, all going in the same direction, usually as part of a public celebration of something."
parliament (noun),"ˈpɑː.lɪ.mənt
in some countries, the group of (usually) elected politicians or other people who make the laws for their country."
partial (adjective),"ˈpɑː.ʃəl
not complete."
participate (verb),"pɑːˈtɪs.ɪ.peɪt
to take part in or become involved in an activity."
particular (adjective),"pəˈtɪk.jə.lər
special, or this and not any other."
partnership (noun),"ˈpɑːt.nə.ʃɪp
the state of being a partner."
pass (noun),"pɑːs
a successful result in an exam."
passage (noun),"ˈpæs.ɪdʒ
a usually long and narrow part of a building with rooms on one or both sides, or a covered path that connects places."
passion (noun),"ˈpæʃ.ən
a very powerful feeling, for example of sexual attraction, love, hate, anger, or other emotion."
passionate (adjective),"ˈpæʃ.ən.ət
having very strong feelings or emotions."
patience (noun),"ˈpeɪ.ʃəns
the ability to wait, or to continue doing something despite difficulties, or to suffer without complaining or becoming annoyed."
pattern (noun),"ˈpæt.ən
a particular way in which something is done, is organized, or happens."
pause (noun),"pɔːz
a short period in which something such as a sound or an activity is stopped before starting again."
payment (noun),"ˈpeɪ.mənt
an amount of money paid."
peace (noun),"piːs
freedom from war and violence, especially when people live and work together happily without disagreements."
peaceful (adjective),"ˈpiːs.fəl
without violence."
peak (noun),"piːk
the highest, strongest, or best point, value, or level of skill."
peculiar (adjective),"pɪˈkjuː.li.ər
unusual and strange, sometimes in an unpleasant way."
penalty (noun),"ˈpen.əl.ti
a punishment, or the usual punishment, for doing something that is against a law."
pension (noun),"ˈpen.ʃən
an amount of money paid regularly by the government or a private company to a person who does not work any more because they are too old or have become ill."
percentage (noun),"pəˈsen.tɪdʒ
an amount of something, often expressed as a number out of 100."
perfect (noun),"ˈpɜː.fekt
the tense of a verb that shows action that has happened in the past or before another time or event."
perform (verb),"pəˈfɔːm
to do an action or piece of work."
performance (noun),"pəˈfɔː.məns
how well a person, machine, etc. does a piece of work or an activity."
permanently (adverb),"ˈpɜː.mə.nənt.li
always and for ever."
personality (noun),"ˌpɜː.sənˈæl.ə.ti
the type of person you are, shown by the way you behave, feel, and think."
phase (noun),"feɪz
any stage in a series of events or in a process of development."
philosopher (noun),"fɪˈlɒs.ə.fər
someone who studies or writes about the meaning of life."
philosophy (noun),"fɪˈlɒs.ə.fi
the use of reason in understanding such things as the nature of the real world and existence, the use and limits of knowledge, and the principles of moral judgment."
photograph (verb),"ˈfəʊ.tə.ɡrɑːf
to take a picture using a camera."
physical (adjective),"ˈfɪz.ɪ.kəl
relating to the body."
pitch (noun),"pɪtʃ
an area painted with lines for playing particular sports, especially football."
pity (noun),"ˈpɪt.i
a feeling of sadness or sympathy for someone else's unhappiness or difficult situation."
place (verb),"pleɪs
to put something in a particular position."
planning (noun),"ˈplæn.ɪŋ
the act of deciding how to do something."
platform (noun),"ˈplæt.fɔːm
a flat raised area or structure."
plot (noun),"plɒt
the story of a book, film, play, etc.."
plus (noun),"plʌs
an advantage or a good feature."
poison (noun),"ˈpɔɪ.zən
a substance that can make people or animals ill or kill them if they eat or drink it."
poison (verb),"ˈpɔɪ.zən
to kill a person or animal or to make them very ill by giving them poison."
poisonous (adjective),"ˈpɔɪ.zən.əs
very harmful and able to cause illness or death."
policy (noun),"ˈpɒl.ə.si
a set of ideas or a plan of what to do in particular situations that has been agreed to officially by a group of people, a business organization, a government, or a political party."
pond (noun),"pɒnd
an area of water smaller than a lake, often artificially made."
pool (noun),"puːl
a small area of usually still water."
pop (verb),"pɒp
to go to a particular place."
popularity (noun),"ˌpɒp.jəˈlær.ə.ti
the fact that something or someone is liked, enjoyed, or supported by many people."
portrait (noun),"ˈpɔː.trət
a painting, photograph, drawing, etc. of a person or, less commonly, of a group of people."
potential (noun),"pəˈten.ʃəl
someone's or something's ability to develop, achieve, or succeed."
potential (adjective),"pəˈten.ʃəl
possible when the necessary conditions exist."
potentially (adverb),"pəˈten.ʃəl.i
possibly."
pound (verb),"paʊnd
to hit or beat repeatedly with a lot of force, or to crush something by hitting it repeatedly."
poverty (noun),"ˈpɒv.ə.ti
the condition of being extremely poor."
power (noun),"paʊər
ability to control people and events."
practical (adjective),"ˈpræk.tɪ.kəl
relating to experience, real situations, or actions rather than ideas or imagination."
practice (noun),"ˈpræk.tɪs
action rather than thought or ideas."
praise (verb),"preɪz
to express admiration or approval of the achievements or characteristics of a person or thing."
precious (adjective),"ˈpreʃ.əs
of great value because of being rare, expensive, or important."
precise (adjective),"prɪˈsaɪs
exact and accurate."
precisely (adverb),"prɪˈsaɪs.li
exactly."
predictable (adjective),"prɪˈdɪk.tə.bəl
Something that is predictable happens in a way or at a time that you know about before it happens."
prediction (noun),"prɪˈdɪk.ʃən
a statement about what you think will happen in the future."
preference (noun),"ˈpref.ər.əns
the fact that you like something or someone more than another thing or person."
prejudice (noun),"ˈpredʒ.ə.dɪs
an unfair and unreasonable opinion or feeling, especially when formed without enough thought or knowledge."
presence (noun),"ˈprez.əns
the fact that someone or something is in a place."
preserve (verb),"prɪˈzɜːv
to keep something as it is, especially in order to prevent it from decaying or being damaged or destroyed."
presidency (noun),"ˈprez.ɪ.dən.si
the job of being president, or the period when someone is a president."
presidential (adjective),"ˌprez.ɪˈden.ʃəl
relating to, belonging to, or done by a president."
press (noun),"pres
newspapers and magazines, and those parts of television and radio that broadcast news, or reporters and photographers who work for them."
presumably (adverb),"prɪˈzjuː.mə.bli
used to say what you think is the likely situation."
pretend (verb),"prɪˈtend
to behave as if something is true when you know that it is not, especially in order to deceive people or as a game."
prevention (noun),"prɪˈven.ʃən
the act of stopping something from happening or of stopping someone from doing something."
pride (noun),"praɪd
a feeling of pleasure and satisfaction that you get because you or people connected with you have done or got something good."
primarily (adverb),"praɪˈmer.əl.i
mainly."
primary (adjective),"ˈpraɪ.mər.i
more important than anything else; main."
priority (noun),"praɪˈɒr.ə.ti
something that is very important and must be dealt with before other things."
privacy (noun),"ˈprɪv.ə.si
someone's right to keep their personal matters and relationships secret."
probable (adjective),"ˈprɒb.ə.bəl
likely to be true or likely to happen."
procedure (noun),"prəˈsiː.dʒər
a set of actions that is the official or accepted way of doing something."
process (noun),"ˈprəʊ.ses
a series of actions that you take in order to achieve a result."
process (verb),"ˈprəʊ.ses
to deal with documents in an official way."
producer (noun),"prəˈdʒuː.sər
a person who makes the practical and financial arrangements needed to make a film, play, or television or radio programme."
production (noun),"prəˈdʌk.ʃən
the process of making or growing goods to be sold."
productive (adjective),"prəˈdʌk.tɪv
resulting in or providing a large amount or supply of something."
professional (adjective),"prəˈfeʃ.ən.əl
relating to work that needs special training or education."
profile (noun),"ˈprəʊ.faɪl
a short description of someone's life, work, character, etc.."
profit (noun),"ˈprɒf.ɪt
money that is earned in trade or business after paying the costs of producing and selling goods and services."
profitable (adjective),"ˈprɒf.ɪ.tə.bəl
making or likely to make a profit."
programming (noun),"ˈprəʊ.ɡræm.ɪŋ
the activity or job of writing computer programs."
progress (verb),"prəˈɡres
to improve or develop in skills, knowledge, etc.."
prohibit (verb),"prəˈhɪb.ɪt
to officially refuse to allow something."
project (noun),"ˈprɒdʒ.ekt
a piece of planned work or an activity that is finished over a period of time and intended to achieve a particular purpose."
promote (verb),"prəˈməʊt
to encourage people to like, buy, use, do, or support something."
promotion (noun),"prəˈməʊ.ʃən
activities to advertise something."
prompt (adjective),"prɒmpt
(of an action) done quickly and without delay, or (of a person) acting quickly or arriving at the arranged time."
proof (noun),"pruːf
a fact or piece of information that shows that something exists or is true."
proposal (noun),"prəˈpəʊ.zəl
a suggestion, sometimes a written one."
propose (verb),"prəˈpəʊz
to offer or suggest a possible plan or action for other people to consider."
prospect (noun),"ˈprɒs.pekt
the possibility that something good might happen in the future."
protection (noun),"prəˈtek.ʃən
the act of protecting or state of being protected."
protective (adjective),"prəˈtek.tɪv
giving protection."
protest (verb),"prəˈtest
to show that you disagree with something by standing somewhere, shouting, carrying signs, etc.."
prove (verb),"pruːv
to show a particular result after a period of time."
psychological (adjective),"ˌsaɪ.kəlˈɒdʒ.ɪ.kəl
relating to the human mind and feelings."
psychologist (noun),"saɪˈkɒl.ə.dʒɪst
someone who studies the human mind and human emotions and behaviour, and how different situations have an effect on people."
psychology (noun),"saɪˈkɒl.ə.dʒi
the scientific study of the way the human mind works and how it influences behaviour, or the influence of a particular person's character on their behaviour ."
public (adjective),"ˈpʌb.lɪk
relating to or involving people in general, rather than being limited to a particular group of people."
publication (noun),"ˌpʌb.lɪˈkeɪ.ʃən
the act of making information or stories available to people in a printed or electronic form."
publicity (noun),"pʌbˈlɪs.ə.ti
the activity of making certain that someone or something attracts a lot of interest or attention from many people, or the attention received as a result of this activity."
punch (verb),"pʌntʃ
to hit someone or something with your fist (= closed hand)."
punch (noun),"pʌntʃ
a forceful hit with a fist (= closed hand)."
punishment (noun),"ˈpʌn.ɪʃ.mənt
the act of punishing someone."
purchase (noun),"ˈpɜː.tʃəs
something that you buy."
purchase (verb),"ˈpɜː.tʃəs
to buy something."
qualify (verb),"ˈkwɒl.ɪ.faɪ
to successfully finish a training course so that you are able to do a job; to have or achieve the necessary skills, etc.."
query (noun),"ˈkwɪə.ri
a question, often expressing doubt about something or looking for an answer from an authority."
question (verb),"ˈkwes.tʃən
to ask a person about something, especially officially."
queue (verb),"kjuː
to wait in a line of people, often to buy something."
quiet (noun),"ˈkwaɪ.ət
the state of being silent."
racial (adjective),"ˈreɪ.ʃəl
based on someone's perceived race, especially in a way that is unfair or harmful; or based on policies, behaviours, rules, etc. that result in unfair or harmful treatment of people because of their perceived race."
racism (noun),"ˈreɪ.sɪ.zəm
policies, behaviours, rules, etc. that result in a continued unfair advantage to some people and unfair or harmful treatment of others based on race ."
rage (noun),"reɪdʒ
(a period of) extreme or violent anger."
range (verb),"reɪndʒ
to have an upper and a lower limit in amount, number, etc.."
rape (verb),"reɪp
to force someone to have sex when they are unwilling, using violence or threatening behaviour."
rape (noun),"reɪp
(an example of) the crime of forcefully having sex with someone against their wishes."
rapid (adjective),"ˈræp.ɪd
fast or sudden."
rapidly (adverb),"ˈræp.ɪd.li
in a fast or sudden way."
rate (noun),"reɪt
the speed at which something happens or changes, or the amount or number of times it happens or changes in a particular period."
ray (noun),"reɪ
a narrow beam of light, heat, etc. travelling in a straight line from its place of origin."
reach (noun),"riːtʃ
Your reach is the distance within which you can stretch out your arm and touch something."
react (verb),"riˈækt
to act in a particular way as a direct result of something else."
reaction (noun),"riˈæk.ʃən
behaviour, a feeling or an action that is a direct result of something else."
readily (adverb),"ˈred.əl.i
quickly, immediately, willingly, or without any problem."
realistic (adjective),"ˌrɪəˈlɪs.tɪk
accepting things as they are in fact and not making decisions based on unlikely hopes for the future."
reality (noun),"riˈæl.ə.ti
the state of things as they are, rather than as they are imagined to be."
rear (adjective),"rɪər
at the back of something."
reasonable (adjective),"ˈriː.zən.ə.bəl
based on or using good judgment and therefore fair and practical."
reasonably (adverb),"ˈriː.zən.ə.bli
using good judgment."
rebel (noun),"ˈreb.əl
a person who is opposed to the political system in their country and tries to change it using force ."
rebel (verb),"rɪˈbel
to fight against the government."
recall (verb),"rɪˈkɔːl
to bring the memory of a past event into your mind, and often to give a description of what you remember."
reception (noun),"rɪˈsep.ʃən
a formal party at which important people are welcomed."
recession (noun),"rɪˈseʃ.ən
a period when the economy of a country is not successful and conditions for business are bad."
reckon (verb),"ˈrek.ən
to think or believe."
recommendation (noun),"ˌrek.ə.menˈdeɪ.ʃən
a suggestion that something is good or suitable for a particular purpose or job."
record (noun),"ˈrek.ɔːd
a piece of information or a description of an event that is written on paper or stored on a computer."
reduction (noun),"rɪˈdʌk.ʃən
the act of making something, or of something becoming, smaller in size, amount, degree, importance, etc.."
referee (noun),"ˌref.əˈriː
a person who is in charge of a sports game and who makes certain that the rules are followed."
reference (noun),"ˈref.ər.əns
a mention of something."
reflect (verb),"rɪˈflekt
If a surface reflects light, heat, sound, or an image, it sends the light, etc. back and does not absorb it."
reflection (noun),"rɪˈflek.ʃən
the image of something in a mirror or on any reflective surface."
refugee (noun),"ˌref.juˈdʒiː
a person who has escaped from their own country for political, religious, or economic reasons or because of a war."
regain (verb),"rɪˈɡeɪn
to take or get possession of something again."
regard (verb),"rɪˈɡɑːd
to consider or have an opinion about something or someone."
regional (adjective),"ˈriː.dʒən.əl
relating to or coming from a particular part of a country."
regret (noun),"rɪˈɡret
a feeling of sadness about something sad or wrong or about a mistake that you have made, and a wish that it could have been different and better."
regulation (noun),"ˌreɡ.jəˈleɪ.ʃən
an official rule or the act of controlling something."
reject (verb),"rɪˈdʒekt
to refuse to accept, use, or believe something or someone."
related (adjective),"rɪˈleɪ.tɪd
connected."
relation (noun),"rɪˈleɪ.ʃən
the way in which two people or groups of people feel and behave towards each other."
relationship (noun),"rɪˈleɪ.ʃən.ʃɪp
the way in which two things are connected."
relatively (adverb),"ˈrel.ə.tɪv.li
quite good, bad, etc. in comparison with other similar things or with what you expect."
release (verb),"rɪˈliːs
to give freedom or free movement to someone or something."
relevant (adjective),"ˈrel.ə.vənt
connected with what is happening or being discussed."
relief (noun),"rɪˈliːf
a feeling of happiness that something unpleasant has not happened or has ended."
relieved (adjective),"rɪˈliːvd
happy that something unpleasant has not happened or has ended."
religious (adjective),"rɪˈlɪdʒ.əs
relating to religion."
remains (noun),"rɪˈmeɪnz
pieces or parts of something that continue to exist when most of it has been used, destroyed, or taken away."
remark (noun),"rɪˈmɑːk
something that you say, giving your opinion about something or stating a fact."
